,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily,,,2022-08-10,,ELEC,Public,63065,2021-05-21,LG,E,False,Los Angeles County Sheriff - Walnut Station,323-267-2023,2023-02-14T15:54:11Z,MUNI_GOV,GPS,34.028667,-117.833689,Walnut,,,CA,21695 Valley Blvd,91789,US,,,,,,,,,,,,['J1772'],,,2.0,POWERFLEX,https://www.powerflex.com,,$0.45 per kWh from 4pm-9pm; $0.30 per kWh at all other times,,,,,,,,,,,,,,,,,,,,,,Public,,
1,public,Mon 4:00am - 8:00pm; Tue 4:00am - 8:00pm; Wed 4:00am - 8:00pm; Thu 4:00am - 8:00pm; Fri 4:00am - 8:00pm; Sat 4:00am - 8:00pm; Sun 4:00am - 8:00pm,,,2023-05-14,,ELEC,Public,159413,2020-06-12,,E,,INDUSTRY STATION 5,888-758-4389,2023-05-14T00:12:04Z,,GPS,34.009716,-117.845247,City of Industry,,,CA,600 S Brea Canyon Rd,91789,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL551751'], 'posts': ['751501', '751511']}"
2,public,Mon 4:00am - 8:00pm; Tue 4:00am - 8:00pm; Wed 4:00am - 8:00pm; Thu 4:00am - 8:00pm; Fri 4:00am - 8:00pm; Sat 4:00am - 8:00pm; Sun 4:00am - 8:00pm,,,2023-05-14,,ELEC,Public,159414,2020-06-12,,E,,INDUSTRY STATION 17,888-758-4389,2023-05-14T00:12:04Z,,GPS,34.008596,-117.845507,City of Industry,,,CA,600 S Brea Canyon Rd,91789,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL551731'], 'posts': ['22414481', '22414491']}"
3,public,Mon 4:00am - 8:00pm; Tue 4:00am - 8:00pm; Wed 4:00am - 8:00pm; Thu 4:00am - 8:00pm; Fri 4:00am - 8:00pm; Sat 4:00am - 8:00pm; Sun 4:00am - 8:00pm,,,2023-05-14,,ELEC,Public,159415,2020-06-12,,E,,INDUSTRY STATION 13,888-758-4389,2023-05-14T00:12:03Z,,GPS,34.009532,-117.844991,City of Industry,,,CA,600 S Brea Canyon Rd,91789,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL551591'], 'posts': ['11013491', '11013501']}"
4,public,Mon 4:00am - 8:00pm; Tue 4:00am - 8:00pm; Wed 4:00am - 8:00pm; Thu 4:00am - 8:00pm; Fri 4:00am - 8:00pm; Sat 4:00am - 8:00pm; Sun 4:00am - 8:00pm,,,2023-05-14,,ELEC,Public,159429,2020-06-12,,E,,INDUSTRY STATION 2,888-758-4389,2023-05-14T00:11:53Z,,GPS,34.00986,-117.845577,City of Industry,,,CA,600 S Brea Canyon Rd Brea Canyon Rd,91789,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL534561'], 'posts': ['9105601', '9105611']}"
5,public,24 hours daily,,,2022-08-10,2022-12-23,ELEC,TEMPORARILY UNAVAILABLE (Public),166810,2020-08-01,P,T,False,76 - City of Industry,909-598-3552,2023-02-14T15:54:11Z,GAS_STATION,200-9,33.997203,-117.870061,City of Industry,,,CA,1010 Fairway Dr,91789,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,$20 per hour,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,
6,public,Mon 4:00am - 8:00pm; Tue 4:00am - 8:00pm; Wed 4:00am - 8:00pm; Thu 4:00am - 8:00pm; Fri 4:00am - 8:00pm; Sat 4:00am - 8:00pm; Sun 4:00am - 8:00pm,,,2023-05-14,,ELEC,Public,177215,2021-01-27,,E,,INDUSTRY STATION 1,888-758-4389,2023-05-14T00:12:03Z,,GPS,34.009896,-117.845556,City of Industry,,,CA,500 S Brea Canyon Rd,91789,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL551711'], 'posts': ['751421', '751431']}"
7,public,Mon 4:00am - 8:00pm; Tue 4:00am - 8:00pm; Wed 4:00am - 8:00pm; Thu 4:00am - 8:00pm; Fri 4:00am - 8:00pm; Sat 4:00am - 8:00pm; Sun 4:00am - 8:00pm,,,2023-05-14,,ELEC,Public,177216,2021-01-27,,E,,INDUSTRY STATION 3,888-758-4389,2023-05-14T00:12:03Z,,GPS,34.009853,-117.845476,City of Industry,,,CA,600 S Brea Canyon Rd,91789,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL551681'], 'posts': ['751381', '751391']}"
8,public,Mon 4:00am - 8:00pm; Tue 4:00am - 8:00pm; Wed 4:00am - 8:00pm; Thu 4:00am - 8:00pm; Fri 4:00am - 8:00pm; Sat 4:00am - 8:00pm; Sun 4:00am - 8:00pm,,,2023-05-14,,ELEC,Public,177217,2021-01-27,,E,,INDUSTRY STATION 9,888-758-4389,2023-05-14T00:12:03Z,,GPS,34.009638,-117.845131,City of Industry,,,CA,600 S Brea Canyon Rd,91789,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL551561'], 'posts': ['9311611', '9311621']}"
9,public,Mon 4:00am - 8:00pm; Tue 4:00am - 8:00pm; Wed 4:00am - 8:00pm; Thu 4:00am - 8:00pm; Fri 4:00am - 8:00pm; Sat 4:00am - 8:00pm; Sun 4:00am - 8:00pm,,,2023-05-14,,ELEC,Public,177218,2021-01-27,,E,,INDUSTRY STATION 7,888-758-4389,2023-05-14T00:11:53Z,,GPS,34.009679,-117.84519,City of Industry,,,CA,600 S Brea Canyon Rd,91789,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL534601'], 'posts': ['23002791', '23002801']}"
