,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,private,Fleet use only,GOVERNMENT,,2023-01-10,,ELEC,Private - Government only,1556,2016-01-01,LG,E,,LADWP - Sylmar West,,2023-02-15T22:45:41Z,UTILITY,200-8,34.30309,-118.480505,Sylmar,,,CA,13201 Sepulveda Blvd,91342,US,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,
1,public,,,,2023-05-14,,ELEC,Public,21414,2019-04-01,,E,,Sylmar Station,866-816-7584,2023-05-14T01:24:22Z,,GPS,34.293717,-118.449219,San Fernando,,,CA,Village Way Dr,91342,US,,,,,,,,,,,,['J1772'],,,4.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['b39726a2-5b22-43d1-b948-830bf1c59c68'], 'posts': ['63340367769d34776391e889', '63340367769d34776391ec47', '63340367769d34776391ed08', '63340367769d34776391ed52']}"
2,public,"24 hours daily; keypad activated, instructions on EVSE",,,2022-08-10,,ELEC,Public,63738,2014-10-01,LG,E,True,Los Angeles County - Olive View UCLA Medical Center,323-267-2023,2023-02-14T15:54:11Z,HOSPITAL,200-9,34.325912,-118.445513,Sylmar,Located just East of the Sheriff substation. Enter off Cobalt St. Additional chargers located in the overflow lot,,CA,14445 Olive View Dr,91342,US,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
3,private,,,,2023-01-10,,ELEC,Private,70007,2019-03-03,SG,E,,Caltrans District 7 - Equipment Shop,,2023-02-14T15:54:11Z,STATE_GOV,GPS,34.3105669,-118.4831458,Los Angeles,,,CA,13200 Golden State Rd,91342,US,,,,,,,,,,,,['J1772'],,,10.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
4,public,"24 hours daily; keypad activated, instructions on EVSE; Drivers must bring their own J1772 cordset for Level 1 charging",,,2022-08-10,,ELEC,Public,76723,2018-06-30,LG,E,True,Los Angeles County - Olive View UCLA Medical Center - Overflow Lot,323-267-2023,2023-02-14T15:54:11Z,HOSPITAL,200-9,34.325912,-118.445513,Sylmar,Located in the overflow lot,,CA,14445 Olive View Dr,91342,US,,,,,,,,,,,,['NEMA1450'],,10.0,,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,99242,2018-06-14,,E,,Lake View Terrace Branch,855-900-7584,2023-05-14T00:39:07Z,,200-9,34.272716,-118.394181,Sylmar,,,CA,12002 Osborne Ave,91342,US,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['837'], 'posts': ['122423', '182203A']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,103599,2018-09-27,,E,,12860 Encinitas Ave,855-900-7584,2023-05-14T00:38:07Z,,GPS,34.303331,-118.478003,Los Angeles,,,CA,12860 Encinitas Ave,91342,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1258'], 'posts': ['12938']}"
7,private,Fleet use only,,,2023-01-10,,ELEC,Private,103802,2018-09-01,T,E,,LADWP - Sylmar Converter Station,,2023-02-15T22:45:41Z,UTILITY,GPS,34.313095,-118.480525,Sylmar,,,CA,13501 Central Ave,91342,US,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,149568,2019-11-27,,E,,13640 Foothill Blvd,855-900-7584,2023-05-14T00:39:06Z,,GPS,34.307912,-118.431073,Sylmar,,,CA,13640 Foothill Blvd,91342,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['758'], 'posts': ['12556A']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,152932,2020-01-23,,E,,15596 W Roxford St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.31161914,-118.4711377,Los Angeles,,,CA,15596 W Roxford St,91342,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10229']}
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,167755,2020-10-24,,E,,14207 Sayre St,855-900-7584,2023-05-14T00:39:06Z,,GPS,34.302036,-118.44296,Sylmar,,,CA,14207 Sayre St,91342,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['759'], 'posts': ['12599']}"
11,public,24 hours daily,,,2023-05-14,,ELEC,Public,221406,2022-06-16,,E,,12801 San Fernando Rd,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.30238415,-118.4635458,Los Angeles,,,CA,12801 San Fernando Rd,91342,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10533']}
