,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily,,,2023-05-14,,ELEC,Public,152911,2020-01-23,,E,,4121 Valley Blvd,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.064144,-118.194635,Los Angeles,,,CA,4121 Valley Blvd,90032,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10233']}
1,public,24 hours daily,,,2023-05-14,,ELEC,Public,155581,2020-04-26,,E,,2310 Lillyvale Ave,855-900-7584,2023-05-14T00:38:23Z,,GPS,34.072312,-118.164199,Los Angeles,,,CA,2310 Lillyvale,90032,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2448'], 'posts': ['12528A']}"
2,public,24 hours daily,,,2023-05-14,,ELEC,Public,156106,2020-05-07,,E,,4349 E Valley Blvd,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.06351487,-118.1911809,Los Angeles,,,CA,4349 E Valley Blvd,90032,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10337']}
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,165241,2020-08-15,,E,,CITY OF LA BSL #8,888-758-4389,2023-05-14T00:06:32Z,,GPS,34.08753,-118.175698,Los Angeles,,,CA,4947 Huntington Dr N,90032,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL144255'], 'posts': ['9285161']}"
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,176179,2021-01-27,,E,,CAL STATE LA STRUCTURE B 01,888-758-4389,2023-05-14T00:03:21Z,,GPS,34.065958,-118.170126,Los Angeles,,,CA,1968-1982 Paseo Rancho Castilla,90032,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL104285'], 'posts': ['2266861', '2266871']}"
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,176180,2021-01-27,,E,,CAL STATE LA LOT 10 E T 03,888-758-4389,2023-05-14T00:03:21Z,,GPS,34.066033,-118.166444,Los Angeles,,,CA,5151 State University Dr,90032,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL104281'], 'posts': ['2127811', '2127821']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,189223,2021-05-05,,E,,CAL STATE LA LOT 3 ST01,888-758-4389,2023-05-14T00:02:26Z,,GPS,34.06512,-118.169353,Los Angeles,,,CA,5151 State University Dr,90032,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL88449'], 'posts': ['2127941', '2127951']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,189224,2021-05-05,,E,,CAL STATE LA STRUCTURE C 01,888-758-4389,2023-05-14T00:03:12Z,,GPS,34.06991,-118.16807,Los Angeles,,,CA,5151 State University Dr.,90032,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL103123'], 'posts': ['20048451', '20048461']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,189225,2021-05-05,,E,,CAL STATE LA LOT 3 ST 03,888-758-4389,2023-05-14T00:03:25Z,,GPS,34.065156,-118.169256,Los Angeles,,,CA,5151 State University Dr,90032,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL105223'], 'posts': ['125973']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,196209,2021-09-23,,E,,CAL STATE LA STRUCTURE E 18,888-758-4389,2023-05-14T00:16:32Z,,GPS,34.07079,-118.167567,Los Angeles,,,CA,5323 E Berridge Rd,90032,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1876461'], 'posts': ['2210201']}"
