,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,,,,2023-05-13,,ELEC,Public,95393,2017-04-07,,E,,TCSOB,888-998-2546,2023-05-13T23:58:57Z,,GPS,34.025214,-118.391419,Culver City,"Spaces #192-197 & 67-70 For Sony employee & guest use only
Spaces #192-197 & 67-70. For Sony ||employee & guest use only.||",,CA,9050 W. Washington Boulevard,90232,US,,,,,,,,,,,,['J1772'],,,15.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000315476'], 'posts': ['465ba1dd-d734-8158-93cc-330000595351', '465ba1dd-d734-8158-93cc-330000595396', '465ba1dd-d734-8158-93cc-330000595476', '465ba1dd-d734-8158-93cc-330000595477', '465ba1dd-d734-8158-93cc-330000595548', '465ba1dd-d734-8158-93cc-330000595593', '465ba1dd-d734-8158-93cc-330000595739', '465ba1dd-d734-8158-93cc-330000595747', '465ba1dd-d734-8158-93cc-330000649823', '465ba1dd-d734-8158-93cc-330000649872', '465ba1dd-d734-8158-93cc-330000649949', '465ba1dd-d734-8158-93cc-330000649954', '465ba1dd-d734-8158-93cc-330000649956', '465ba1dd-d734-8158-93cc-330000649963', '465ba1dd-d734-8158-93cc-330000650011']}"
1,public,24 hours daily,,,2023-05-14,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),159008,2020-06-12,,T,,P1 STATION 1 P1 - 1,888-758-4389,2023-05-14T00:15:53Z,,GPS,34.025202,-118.392569,Culver City,,,CA,9300 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL1820141'], 'posts': ['20751011', '20751021']}"
2,public,24 hours daily,,,2023-05-14,2023-01-15,ELEC,TEMPORARILY UNAVAILABLE (Public),160034,2020-06-12,,T,,CULVER HONDA PARKINGLOTUNIT,888-758-4389,2023-05-14T00:08:25Z,,GPS,34.026094,-118.390689,Culver City,,,CA,9055 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL183015'], 'posts': ['246709', '246711']}"
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,160727,2020-06-12,,E,,HAYDENNATIONAL COMMAND WEST,888-758-4389,2023-05-14T00:05:00Z,,GPS,34.025488,-118.380851,Culver City,,,CA,3528 Hayden Ave,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL119401'], 'posts': ['22567131', '22567141']}"
4,public,24 hours daily,,,2023-05-14,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),160995,2020-06-12,,T,,PLATFORM BUILDING B-3,888-758-4389,2023-05-14T00:03:25Z,,GPS,34.026662,-118.388189,Culver City,,,CA,8850 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL105329'], 'posts': ['126101']}"
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,161052,2020-06-12,,E,,PLATFORM BUILDING B-5,888-758-4389,2023-05-14T00:03:12Z,,GPS,34.027065,-118.387028,Culver City,,,CA,8830 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL103173'], 'posts': ['122137', '122139']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,176875,2021-01-27,,E,,1 CULVER STATION 1,888-758-4389,2023-05-14T00:13:57Z,,GPS,34.020607,-118.398113,Culver City,,,CA,10000 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL758081'], 'posts': ['1006871', '1006881']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,179527,2021-01-27,,E,,PLATFORM BUILDING B-2,888-758-4389,2023-05-14T00:03:25Z,,GPS,34.026671,-118.388092,Culver City,,,CA,8850 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL105219'], 'posts': ['125969']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,179528,2021-01-27,,E,,PLATFORM BUILDING B-4,888-758-4389,2023-05-14T00:03:19Z,,GPS,34.026653,-118.388253,Culver City,,,CA,8850 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL103907'], 'posts': ['16551811', '16551821']}"
9,public,24 hours daily,,,2023-05-14,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),179529,2021-01-27,,T,,PLATFORM BUILDING B,888-758-4389,2023-05-14T00:03:13Z,,GPS,34.027109,-118.388051,Culver City,,,CA,8850 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL103211'], 'posts': ['122213', '122215']}"
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,179530,2021-01-27,,E,,PLATFORM BUILDING B-6,888-758-4389,2023-05-14T00:03:19Z,,GPS,34.027042,-118.387158,Culver City,,,CA,8850 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL103853'], 'posts': ['925681', '925691']}"
11,public,,,,2023-05-13,,ELEC,Public,189097,2021-05-01,,E,,Madison Parking Lot,888-998-2546,2023-05-13T23:58:57Z,,GPS,34.019522,-118.39974,Culver City,Employee and SPE guest use only||,,CA,10202 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000568853'], 'posts': ['465ba1dd-d734-8158-93cc-330000595764', '465ba1dd-d734-8158-93cc-330000754382', 'b3523309-f159-4bfd-aa79-876144749e71']}"
12,public,,,,2023-05-13,,ELEC,Public,189098,2021-05-01,,E,,Overland Structure 1st Floor,888-998-2546,2023-05-13T00:00:19Z,,GPS,34.015755,-118.403493,Culver City,"Employee and SPE guest use only
Employee and SPE guest use only||",,CA,10202 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,13.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000568854'], 'posts': ['2075cd9d-2ef8-4fca-8b5d-c332b1bf1ef2', '465ba1dd-d734-8158-93cc-330000697099', '465ba1dd-d734-8158-93cc-330000705570', '465ba1dd-d734-8158-93cc-330000705662', '465ba1dd-d734-8158-93cc-330000708757', '465ba1dd-d734-8158-93cc-330000714113', '465ba1dd-d734-8158-93cc-330000714124', '465ba1dd-d734-8158-93cc-330000740358', '465ba1dd-d734-8158-93cc-330000744190', '465ba1dd-d734-8158-93cc-330000750177', '465ba1dd-d734-8158-93cc-330000753911', '465ba1dd-d734-8158-93cc-330000757597', '465ba1dd-d734-8158-93cc-330000766823']}"
13,public,24 hours daily,,,2023-05-14,,ELEC,Public,193652,2021-08-10,,E,,AMZ LAX21-2,888-758-4389,2023-05-14T00:22:52Z,,GPS,34.024102,-118.393628,Culver City,,,CA,9336 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5500921'], 'posts': ['9122821', '9122831']}"
14,public,24 hours daily,,,2023-05-14,,ELEC,Public,193653,2021-08-10,,E,,AMZ LAX21-4,888-758-4389,2023-05-14T00:22:52Z,,GPS,34.024086,-118.393617,Culver City,,,CA,9336 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5500931'], 'posts': ['16516781', '16516791']}"
15,public,24 hours daily,,,2023-05-14,,ELEC,Public,193654,2021-08-10,,E,,AMZ LAX21-1,888-758-4389,2023-05-14T00:22:52Z,,GPS,34.024067,-118.393607,Culver City,,,CA,9336 Washington Blvd,90232,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5500941'], 'posts': ['9122861', '9122871']}"
