,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,Dealership business hours; for customer use only,CALL,,2022-08-10,,ELEC,Public - Call ahead,49127,2012-06-15,P,E,True,Sierra Chrysler Dodge Jeep Ram,888-805-2075,2023-02-14T15:54:11Z,CAR_DEALER,GPS,34.13867,-117.9869,Monrovia,,,CA,1305 S Mountain Ave,91016,US,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,
1,public,24 hours daily; pay lot,,,2022-01-10,,ELEC,Public,75317,2016-02-01,P,E,False,Los Angeles Metro - Monrovia Station,213-922-4638,2022-02-10T19:42:29Z,PARKING_GARAGE,200-8,34.133889,-118.002898,Monrovia,Located on the ground floor of the parking garage,,CA,1641 S Primrose Ave,91016,US,,,,,,,,,,,,['J1772'],,,3.0,EVGATEWAY,http://evgateway.com/,,$1 per hour; Maximum payment of $3,,,,,,,,,,,,,,,,,,,,,,Public,,
2,public,7am-4pm daily,,,2022-08-10,,ELEC,Public,76721,2016-05-26,LG,E,False,Internal Services Shop,323-267-2023,2023-02-14T15:54:11Z,MUNI_GOV,GPS,34.133361,-117.987274,Monrovia,,,CA,1703 Mountain Ave,91016,US,,,,,,,,,,,,['J1772'],,,2.0,POWERFLEX,https://www.powerflex.com,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
3,private,24 hours daily; Also accepts Paypal,,A D M V,2023-01-10,,ELEC,Private,155086,2019-04-05,SG,E,,Caltrans Foothill Maintenance Station,,2023-02-14T15:54:11Z,STATE_GOV,GPS,34.1395341,-117.9876774,Monrovia,,,CA,850 E Huntington Dr,91016,US,,,,,,,,,,,,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
4,public,,,,2023-05-14,,ELEC,Public,166589,2019-05-16,,E,,Christian Tse Designs,866-816-7584,2023-05-14T01:24:32Z,,GPS,34.142283,-118.007218,Monrovia,,,CA,904 S Alta Vista Ave,91016,US,,,,,,,,,,,,['J1772'],,,4.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1af433ca-4265-4a3b-8d87-03bd2fa7a744'], 'posts': ['63340368769d34776391f0c6', '63340368769d34776391f0c7', '63340369769d34776391f5cc', '63340369769d34776391f5cd']}"
5,private,24 hours daily,,,2022-01-10,,ELEC,Private,202980,2021-10-25,P,E,,Los Angeles Metro - Division 24 Maintenance,,2022-02-10T19:42:29Z,PARKING_LOT,200-8,34.13421,-117.99485,Monrovia,,,CA,1600 S California Ave,91016,US,,,,,,,,,,,,['J1772'],,,3.0,EVGATEWAY,http://evgateway.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
6,public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 7:00am - 9:00pm; Sun 7:00am - 9:00pm,,,2023-05-14,,ELEC,Public,220212,2022-05-20,,E,False,Kohl's CA-Monrovia,888-264-2208,2023-05-14T01:26:08Z,,GPS,34.1392535,-118.0104848,Monrovia,,,CA,504 W Huntington Dr,91016,US,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2a2acc7e-65ce-4659-bccf-d88f2220d7a3'], 'posts': ['09ace565-d22b-4e0b-92b2-8dd4d712736b', '67a82900-8c16-4f61-9448-a150649c8975']}"
7,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-05-14,,ELEC,Public,222376,2022-06-30,,E,False,Foothill Park Plaza Monrovia CA,888-264-2208,2023-05-14T01:27:01Z,,GPS,34.150363925,-118.002019776,Monrovia,,,CA,130 W Foothill Blvd,91016,US,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['a6f7c944-dade-460f-939b-fa535a51c977'], 'posts': ['82f8a263-657e-4b5d-9da0-b17361cec3bd', 'e2e47e3b-8201-4e6f-b2c8-adc9da42ea44']}"
8,public,,,,2023-05-13,,ELEC,Public,254553,2023-02-25,,E,,Monrovia Shell Station,888-998-2546,2023-05-13T23:59:04Z,,GPS,34.140533,-118.014856,Monrovia,,,CA,705 West Huntington Drive,91016,US,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000730495'], 'posts': ['465ba1dd-d734-8158-93cc-330000734310', '465ba1dd-d734-8158-93cc-330000747583']}"
9,public,24 hours daily,,,2023-05-14,2023-05-02,ELEC,TEMPORARILY UNAVAILABLE (Public),260169,2023-05-02,,T,,BMW MONROVIA OFF NETWORK 01,888-758-4389,2023-05-14T00:03:56Z,,GPS,34.137263,-117.986581,Monrovia,,,CA,1425 Mountain Ave,91016,US,,,,,,,,,,,,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL111725'], 'posts': ['150533']}"
