,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,Dawn to dusk daily,,,2021-11-04,,ELEC,Public,52722,2013-07-16,P,E,False,Malibu Creek State Park,818-880-0367,2023-05-01T18:33:43Z,PARK,200-8,34.104235,-118.711535,Calabasas,Located near the administrative building,,CA,1925 Las Virgenes,91302,US,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
1,private,Employee use only,,,2020-04-08,,ELEC,Private,94738,2015-01-27,P,E,,Harbor Freight Tools,,2021-03-11T23:22:17Z,OFFICE_BLDG,200-9,34.143918,-118.701718,Calabasas,,,CA,26541 Agoura Rd,91302,US,,,,,,,,,,,,['J1772'],,,9.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
2,public,24 hours daily,,,2023-05-14,,ELEC,Public,159045,2020-06-12,,E,,CITY HALL EV GAZEBO PARKING,888-758-4389,2023-05-14T00:15:40Z,,GPS,34.171891,-118.659309,Hidden Hills,,,CA,6165 Spring Valley Rd,91302,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1797431'], 'posts': ['20947281', '20947291']}"
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,160218,2020-06-12,,E,,PARK AND RIDE CALABASAS 1,888-758-4389,2023-05-14T00:07:27Z,,GPS,34.157251,-118.64124,Calabasas,,,CA,23577 Calabasas Rd,91302,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL160361'], 'posts': ['2371301']}"
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,178592,2021-01-27,,E,,PARK AND RIDE CALABASAS 2,888-758-4389,2023-05-14T00:06:56Z,,GPS,34.157269,-118.641123,Calabasas,,,CA,23577 Calabasas Rd,91302,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL152439'], 'posts': ['2371321', '2371331']}"
5,public,24 hours daily; for Tesla use only,,A D Debit M V,2022-10-03,,ELEC,Public,218656,2022-05-14,P,E,False,The Commons at Calabasas - Tesla Supercharger,877-798-3752,2022-12-01T17:40:26Z,SHOPPING_CENTER,GPS,34.154454,-118.645453,Calabasas,,,CA,4799 Commons Way,91302,US,,,,,,,,,,,,['TESLA'],20.0,,,Tesla,https://www.tesla.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['3443']}
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,225971,2022-08-20,,E,,LFT-CALABASAS # 1,888-758-4389,2023-05-14T00:31:54Z,,GPS,34.154609,-118.655864,Calabasas,,,CA,24151 Ventura Blvd,91302,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12993801'], 'posts': ['22291341', '22291351']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,225972,2022-08-20,,E,,LFT-CALABASAS # 4,888-758-4389,2023-05-14T00:31:54Z,,GPS,34.154574,-118.655832,Calabasas,,,CA,24151 Ventura Blvd,91302,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12993811'], 'posts': ['22291361', '22291371']}"
8,public,24 hours daily,,,2023-05-13,,ELEC,Public,228092,2016-08-13,,E,,Calabasas Civic Center,877-455-3833,2023-05-13T23:55:45Z,,GPS,34.15205,-118.6472,Calabasas,,,CA,100 Civic Center Way,91302,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['178'], 'posts': ['85559']}"
9,public,24 hours daily,,,2023-05-13,,ELEC,Public,228452,2015-11-07,,E,,Gelson's Village,877-455-3833,2023-05-13T23:56:06Z,,GPS,34.146927,-118.612717,Calabasas,,,CA,22277 Mulholland Hwy,91302,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['531'], 'posts': ['367']}"
10,public,24 hours daily,,,2023-05-13,,ELEC,Public,228651,2020-04-10,,E,,Calabasas Tennis and Swim Club,877-455-3833,2023-05-13T23:56:21Z,,GPS,34.15594,-118.63951,Calabasas,,,CA,23400 Park Sorrento,91302,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2.0,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['25582'], 'posts': ['52794', '52796']}"
11,public,,,,2023-05-14,,ELEC,Public,251734,2023-01-25,,E,,Calabasas Cadillac,866-816-7584,2023-05-14T01:25:05Z,,GPS,34.150173,-118.657715,Calabasas,,,CA,24400 Calabasas Rd.,91302,US,,,,,,,,,,,,"['J1772', 'J1772COMBO']",1.0,,2.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['a8a4a384-d806-414f-a2bc-525f9e36956a'], 'posts': ['6334036e769d34776392100d', '6334036e769d34776392100f', '63d044ab03ddb366bde267dd']}"
12,public,24 hours daily,,,2023-05-14,,ELEC,Public,254348,2023-02-22,,E,,LFT-CALABASAS # 2,888-758-4389,2023-05-14T00:31:58Z,,GPS,34.154574,-118.655875,Calabasas,,,CA,24151 Ventura Blvd,91302,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13011441'], 'posts': ['22833711', '22833721']}"
13,public,24 hours daily,,,2023-05-14,,ELEC,Public,254349,2023-02-22,,E,,LFT-CALABASAS # 3,888-758-4389,2023-05-14T00:31:58Z,,GPS,34.154601,-118.655811,Calabasas,,,CA,24151 Ventura Blvd,91302,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13011461'], 'posts': ['22833851', '22833861']}"
14,public,,,,2023-05-14,,ELEC,Public,257430,2023-03-30,,E,,Audi Calabasas,888-998-2546,2023-05-14T00:00:30Z,,GPS,34.149325,-118.66255,Calabasas,,,CA,24650 Calabasas Rd,91302,US,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000544382'], 'posts': ['22186d23-97e4-4ecc-a84e-113dd37f0bf7']}"
