,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,Dealership business hours,CALL,,2020-06-09,,ELEC,Public - Call ahead,39954,2011-03-15,P,E,False,Champion Nissan,661-255-2020,2021-03-11T23:22:17Z,CAR_DEALER,200-9,34.420546,-118.557774,Valencia,,,CA,24111 Creekside Rd,91355,US,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,
1,public,"24 hours daily; keypad activated, instructions on EVSE",,,2022-08-10,,ELEC,Public,63063,2014-08-01,LG,E,False,Los Angeles County Sheriff - Santa Clarita Station,323-267-2023,2023-02-14T15:54:11Z,MUNI_GOV,GPS,34.416259,-118.551228,Santa Clarita,,,CA,23740 Magic Mountain Pkwy,91355,US,,,,,,,,,,,,['J1772'],,,1.0,POWERFLEX,https://www.powerflex.com,,$0.45 per kWh from 4pm-9pm; $0.30 per kWh at all other times,,,,,,,,,,,,,,,,,,,,,,Public,,
2,public,24 hours daily; for Tesla use only,,,2022-10-03,,ELEC,Public,102076,2018-07-23,P,E,,Bridgeport Marketplace - Tesla Supercharger,877-798-3752,2022-12-01T17:40:26Z,,200-9,34.430977,-118.554099,Valencia,,,CA,24061 Newhall Ranch Road,91355,US,,,,,,,,,,,,['TESLA'],32.0,,,Tesla,https://www.tesla.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['3096']}
3,public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 6:00am - 9:00pm; Sun 6:00am - 9:00pm,,,2023-05-14,,ELEC,Public,151252,2015-01-15,,E,False,Valencia Crossroads,888-264-2208,2023-05-14T01:27:32Z,,GPS,34.4120922,-118.5561678,Santa Clarita,,,CA,24130 Valencia Blvd,91355,US,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['e0edbf81-cffe-4407-b6b4-953299ed3fed'], 'posts': ['872e8eec-fa40-4992-9b32-52cc0a817a78', 'c068df6c-53e1-42de-9dd7-5a6ab7aa4ba5']}"
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,153898,2020-02-22,,E,,"Walmart 5162 - Santa Clarita, CA",833-632-2778,2023-05-14T00:40:58Z,,GPS,34.44415,-118.57715,Santa Clarita,,,CA,27931 KELLY JOHNSON PKWY.,91355,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",6.0,,,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['100035'], 'posts': ['100035-01', '100035-02', '100035-03', '100035-04', '100035-05', '100035-06']}"
5,private,24 hours daily; Also accepts Paypal,,A D M V,2020-04-08,,ELEC,Private,155046,2018-08-02,P,E,,The Commons at Valencia,,2021-03-11T23:22:17Z,OFFICE_BLDG,GPS,34.4107635,-118.5760594,Santa Clarita,,,CA,25152 Springfield Ct,91355,US,,,,,,,,,,,,['J1772'],,,6.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,159166,2020-06-12,,E,,AUTONATION CHEV AUTONATION CHEV,888-758-4389,2023-05-14T00:14:25Z,,GPS,34.417218,-118.550368,Santa Clarita,,,CA,23649 Valencia Blvd,91355,US,,,,,,,,,,,,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL784101'], 'posts': ['1041241']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,159539,2020-06-12,,E,,VALENCIA STRUCTURE 7C,888-758-4389,2023-05-14T00:11:13Z,,GPS,34.416426,-118.559406,Santa Clarita,,,CA,24201 Town Center Dr,91355,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL423431'], 'posts': ['575841', '575851']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,159544,2020-06-12,,E,,VALENCIA STRUCTURE 7B,888-758-4389,2023-05-14T00:11:13Z,,GPS,34.416233,-118.559357,Santa Clarita,,,CA,24201 Valencia Blvd,91355,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL422691'], 'posts': ['574611', '574621']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,160075,2020-06-12,,E,,ORCHARD PARKING STATION 2,888-758-4389,2023-05-14T00:08:12Z,,GPS,34.397213,-118.552805,Santa Clarita,,,CA,23803 McBean Pkwy,91355,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL178677'], 'posts': ['15822111', '15822121']}"
