,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,,,,2022-10-06,,ELEC,Public,112861,2017-08-11,P,E,,Mosaic Hotel Beverly Hills - Tesla Destination,310-278.0303  877-798-3752,2023-01-18T15:15:20Z,HOTEL,GPS,34.066124,-118.409117,Beverly Hills,,,CA,125 S Spaulding Ave,90212,US,,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['505901']}
1,public,,,,2022-10-06,,ELEC,Public,112865,2014-10-30,P,E,,"Beverly Wilshire, a Four Seasons Hotel - Tesla Destination",310-275-5200  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.0666534,-118.4010018,Beverly Hills,,,CA,9500 Wilshire Blvd,90212,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,9,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['513742']}
2,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-05-14,,ELEC,Public,150844,2017-11-20,,E,False,Saks Fifth Avenue Beverly Hills,888-264-2208,2023-05-14T01:27:36Z,,GPS,34.066357,-118.403849,Beverly Hills,,,CA,9600 Wilshire Blvd,90212,US,,,,,,,,,,,,['J1772'],,,2,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['f0a527d9-1eb9-460a-a0ca-fc07b7cb3303'], 'posts': ['60a46c9f-24ac-4a19-bbbc-bcc9e0c3ccf4', 'af57072a-2b33-437d-bb1f-e5360c590758']}"
3,private,24 hours daily; Also accepts Paypal,,A D M V,2020-04-08,,ELEC,Private,155051,2018-08-30,P,E,,Big Rock Partners,,2021-03-11T23:22:17Z,OFFICE_BLDG,GPS,34.0616151,-118.3993775,Beverly Hills,,,CA,"315 S Beverly Dr, Suite 404",90212,US,,,,,,,,,,,,['J1772'],,,4,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,159915,2020-06-12,,E,,BEVERLY HILLS 216 S BEVERLY 1,888-758-4389,2023-05-14T00:08:54Z,,GPS,34.064501,-118.398719,Beverly Hills,,,CA,216 S Beverly Dr,90212,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL192575'], 'posts': ['9065011']}"
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,160236,2020-06-12,,E,,BEVERLY HILLS 471 S ROXBURY 1,888-758-4389,2023-05-14T00:07:24Z,,GPS,34.057039,-118.406483,Beverly Hills,,,CA,471 S Roxbury Dr,90212,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL159717'], 'posts': ['17512421', '17512431']}"
6,public,,,,2022-10-06,,ELEC,Public,169020,2016-12-16,P,E,,Peninsula Hotel Beverly Hills - Tesla Destination,310-551-2888  877-798-3752,2023-01-18T15:15:20Z,,200-9,34.0657248,-118.4106882,Beverly Hills,,,CA,9882 S Santa Monica Blvd.,90212,US,,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['511978']}
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,178140,2021-01-27,,E,,BEVERLY HILLS 216 S BEVERLY 2,888-758-4389,2023-05-14T00:08:54Z,,GPS,34.064501,-118.398673,Beverly Hills,,,CA,216 S Beverly Dr,90212,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL192297'], 'posts': ['9065191']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,178615,2021-01-27,,E,,BEVERLY HILLS 471 S ROXBURY 2,888-758-4389,2023-05-14T00:07:24Z,,GPS,34.057092,-118.406427,Beverly Hills,,,CA,471 S Roxbury Dr,90212,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL159647'], 'posts': ['17511461', '17511471']}"
9,public,Mon 8:00am - 8:30pm; Tue 8:00am - 8:30pm; Wed 8:00am - 8:30pm; Thu 8:00am - 8:30pm; Fri 8:00am - 8:30pm; Sat 8:00am - 8:30pm; Sun 8:00am - 8:30pm,,,2023-05-14,,ELEC,Public,182640,2021-01-27,,E,,TWO ELEVEN STATION,888-758-4389,2023-05-14T00:09:23Z,,GPS,34.064524,-118.40927,Beverly Hills,,,CA,211 S Spalding Dr,90212,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL205851'], 'posts': ['9196491', '9196501']}"
