,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,Garage business hours,,,2022-08-10,,ELEC,Public,46733,2012-04-10,P,E,False,Los Angeles County - Museum of Art,888-833-2148  323-857-6010,2023-02-14T15:54:11Z,MUSEUM,200-9,34.063383,-118.35808,Los Angeles,Garage entrance on 6th St. Chargers located on first level.,,CA,5905 Wilshire Blvd,90036,US,,,,,,,,,,,,['J1772'],,,5.0,Non-Networked,,,Free; parking fee,,,,,,,,,,,,,,,,,,,,,,Public,,
1,public,24 hours daily; parking free with validation during certain times,,,2021-10-12,,ELEC,Public,69138,2015-05-01,P,E,False,The Grove,323-900-8080,2023-05-04T16:13:28Z,SHOPPING_MALL,GPS,34.072939,-118.358158,Los Angeles,Located on the 3rd level of the garage,,CA,189 The Grove Dr,90036,US,,,,,,,,,,,,['J1772'],,,6.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
2,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-05-14,,ELEC,Public,152838,2020-01-20,,E,False,La Brea Handicap Only,888-264-2208,2023-05-14T01:26:08Z,,GPS,34.071657,-118.344521,Los Angeles,,,CA,177 South La Brea Ave,90036,US,,,,,,,,,,,,['J1772'],,,1.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2cbf44ea-a852-4383-9906-1acf9928a97f'], 'posts': ['37dbc10f-6711-4a6f-9213-0f09fe0380df']}"
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,159967,2020-06-12,,E,,ESSEX 5600 WILSHIRE 1,888-758-4389,2023-05-14T00:08:39Z,,GPS,34.06156,-118.351572,Los Angeles,,,CA,5600 Wilshire Blvd,90036,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL187259'], 'posts': ['252675', '252677']}"
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,160576,2020-06-12,,E,,ESSEX WILSHIRELABREA2,888-758-4389,2023-05-14T00:05:39Z,,GPS,34.061551,-118.339792,Los Angeles,,,CA,5200 Wilshire Blvd,90036,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL124601'], 'posts': ['162405']}"
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,160865,2020-06-12,,E,,5757 WILSHIRE EV STATION 2,888-758-4389,2023-05-14T00:04:03Z,,GPS,34.075771,-118.358612,Los Angeles,,,CA,5757 Wilshire Blvd,90036,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL113361'], 'posts': ['140539', '140541']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,161054,2020-06-12,,E,,LAZ PA EVS2,888-758-4389,2023-05-14T00:03:12Z,,GPS,34.062051,-118.35807,Los Angeles,,,CA,5900 Wilshire Blvd,90036,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL103109'], 'posts': ['122003', '122005']}"
7,public,24 hours daily,,,2023-05-14,2023-05-14,ELEC,TEMPORARILY UNAVAILABLE (Public),163626,2020-06-25,,T,,611 N La Brea Ave,855-900-7584,2023-05-14T00:38:33Z,,GPS,34.082261,-118.344168,Los Angeles,,,CA,611 N La Brea Ave,90036,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['2549'], 'posts': ['12533A']}"
8,public,,,,2022-10-06,,ELEC,Public,168643,2018-05-31,P,E,,Broadstone on Fairfax - Tesla Destination,  877-798-3752,2023-01-18T15:15:20Z,,200-8,34.058925,-118.363501,Los Angeles,,,CA,947 South Fairfax Ave,90036,US,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['501601']}
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,178210,2021-01-27,,E,,ESSEX 5600 WILSHIRE 2,888-758-4389,2023-05-14T00:08:38Z,,GPS,34.061551,-118.351532,Los Angeles,,,CA,5600 Wilshire Blvd,90036,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL187135'], 'posts': ['252423', '252425']}"
