,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily,,,2022-09-14,,ELEC,Public,1583,1996-10-15,SG,E,False,California Air Resources Board,626-575-6800,2023-02-14T15:54:11Z,STATE_GOV,GPS,34.06872,-118.064,El Monte,,,CA,9530 Telstar Ave,91731,US,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
1,public,Dealership business hours,CALL,,2022-02-10,,ELEC,Public - Call ahead,39887,2011-03-15,P,E,False,Ross Nissan El Monte,800-859-8445,2022-02-10T19:42:29Z,CAR_DEALER,200-9,34.069536,-118.026911,El Monte,,,CA,3428 N Peck Rd,91731,US,,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",1.0,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,
2,public,,,,2023-05-14,,ELEC,Public,123205,2019-04-01,,E,,El Monte High School,866-816-7584,2023-05-14T01:24:22Z,,GPS,34.064333,-118.032354,El Monte,,,CA,3048 Tyler Ave,91731,US,,,,,,,,,,,,['J1772'],,,8.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['23674022-7d66-49ae-925e-3b2f1ac0b66b'], 'posts': ['63340367769d34776391e8fd', '63340367769d34776391e8fe', '63340367769d34776391e95b', '63340367769d34776391ea0f', '63340367769d34776391ea10', '63340367769d34776391eb55', '63340367769d34776391eb56', '63340368769d34776391edad']}"
3,public,,,,2023-05-14,,ELEC,Public,123213,2019-04-01,,E,,El Monte Union High School District Office,866-816-7584,2023-05-14T01:24:24Z,,GPS,34.071615,-118.030814,El Monte,,,CA,3537 Johnson Ave,91731,US,,,,,,,,,,,,['J1772'],,,5.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['07d5169c-ddb0-4a34-a0d0-5d7b7c1e3223'], 'posts': ['63340367769d34776391eb6e', '63340367769d34776391eb6f', '63340367769d34776391ec7e', '63340368769d34776391edd0', '63340368769d34776391edd1']}"
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,153552,2020-02-08,,E,,CITY OF EL MONT CIVIC CENTER 4,888-758-4389,2023-05-14T00:19:26Z,,GPS,34.07143,-118.028963,El Monte,,,CA,11333 Valley Blvd,91731,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2097361'], 'posts': ['2499691', '2499701']}"
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,175129,2021-01-27,,E,,CITY OF EL MONT CIVIC CENTER 5,888-758-4389,2023-05-14T00:19:26Z,,GPS,34.071359,-118.02944,El Monte,,,CA,11333 Valley Blvd,91731,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2097351'], 'posts': ['2499671', '2499681']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,175130,2021-01-27,,E,,CITY OF EL MONT CIVIC CENTER 7,888-758-4389,2023-05-14T00:19:26Z,,GPS,34.071377,-118.02944,El Monte,,,CA,11333 Valley Blvd,91731,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2097301'], 'posts': ['22502411', '22502421']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,175131,2021-01-27,,E,,CITY OF EL MONT CIVIC CENTER 1,888-758-4389,2023-05-14T00:19:26Z,,GPS,34.071472,-118.029164,El Monte,,,CA,11333 Valley Blvd,91731,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2097031'], 'posts': ['2499201', '2499211']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,175132,2021-01-27,,E,,CITY OF EL MONT CIVIC CENTER 3,888-758-4389,2023-05-14T00:19:26Z,,GPS,34.071354,-118.02903,El Monte,,,CA,11333 Valley Blvd,91731,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2097371'], 'posts': ['2499711', '2499721']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,175133,2021-01-27,,E,,CITY OF EL MONT CIVIC CENTER 6,888-758-4389,2023-05-14T00:19:26Z,,GPS,34.071368,-118.029461,El Monte,,,CA,11333 Valley Blvd,91731,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2097331'], 'posts': ['2499631', '2499641']}"
