,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,,,,2022-10-06,,ELEC,Public,113002,2017-11-30,P,E,,Hampton Inn Los Angeles Int'l Airport Hawthorne - Tesla Destination,310-973-3332  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-8,33.930692,-118.350711,Hawthorne,,,CA,11430 Acacia Ave,90250,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,5.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['507088']}
1,public,,,,2022-10-06,,ELEC,Public,113003,2015-01-22,P,E,,Ayres Hotel Manhattan Beach/Hawthorne - Tesla Destination,310-546-0300  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,33.901253,-118.371181,Hawthorne,,,CA,14400 Hindry Ave,90250,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['506431']}
2,public,24 hours daily; for Tesla use only,,,2022-10-03,,ELEC,Public,153445,2020-01-31,P,E,,Courtyard by Marriott - Tesla Supercharger,877-798-3752,2022-12-01T17:40:26Z,,GPS,33.918134,-118.353235,Hawthorne,,,CA,4427 West El Segundo Boulevard,90250,US,,,,,,,,,,,,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['7130']}
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,158755,2020-06-12,,E,,HAWTHORNE1 WEST,888-758-4389,2023-05-14T00:18:03Z,,GPS,33.917987,-118.353778,Hawthorne,,,CA,4427 W El Segundo Blvd,90250,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1998861'], 'posts': ['9263801']}"
4,public,24 hours daily; for Tesla use only,,,2022-10-03,,ELEC,Public,167424,2020-10-05,P,E,,Target - Tesla Supercharger,877-798-3752,2022-12-01T17:40:26Z,SHOPPING_CENTER,GPS,33.922601,-118.322054,Hawthorne,,,CA,2700 West 120th Avenue,90250,US,,,,,,,,,,,,['TESLA'],20.0,,,Tesla,https://www.tesla.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['7036']}
5,public,,,,2022-10-06,,ELEC,Public,168834,2015-04-30,P,E,,Hawthorne-Hawthorne - Tesla Destination,  877-798-3752,2023-01-18T15:15:20Z,,200-8,33.920903,-118.330216,Hawthorne,,,CA,1 Rocket Rd,90250,US,,,,,,,,,,,,['TESLA'],,,8.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['499997']}
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,176041,2021-01-27,,E,,HAWTHORNE1 EAST,888-758-4389,2023-05-14T00:18:04Z,,GPS,33.91801,-118.353692,Hawthorne,,,CA,4427 W El Segundo Blvd,90250,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2000011'], 'posts': ['2370871']}"
7,public,Mon 7:00am - 8:00pm; Tue 7:00am - 8:00pm; Wed 7:00am - 8:00pm; Thu 7:00am - 8:00pm; Fri 7:00am - 8:00pm; Sat 8:00am - 7:00pm; Sun 10:00am - 6:00pm,,,2023-05-14,,ELEC,Public,182357,2021-01-27,,E,,PACIFIC VW VW_422110_A,888-758-4389,2023-05-14T00:03:11Z,,GPS,33.896783,-118.370683,Hawthorne,,,CA,14900 Hindry Ave,90250,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL103089'], 'posts': ['121963', '121965']}"
8,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2023-05-14,,ELEC,Public,183430,2021-01-27,,E,,TARGET CORP HAWTHORNE 1,888-758-4389,2023-05-14T00:22:33Z,,GPS,33.922447,-118.322055,Hawthorne,,,CA,2700 W 120th St,90250,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5473041'], 'posts': ['22039171', '22039181']}"
9,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2023-05-14,,ELEC,Public,225938,2022-08-20,,E,,TARGET CORP HAWTHORNE 2,888-758-4389,2023-05-14T00:22:34Z,,GPS,33.922427,-118.322002,Hawthorne,,,CA,2700 W 120th St,90250,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5473061'], 'posts': ['22978371', '22978381']}"
