,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily,,,2023-05-14,,ELEC,Public,193132,2021-07-24,,E,,HOLLYWOOD PARK MU4 BASEMENT 2,888-758-4389,2023-05-14T00:24:03Z,,GPS,33.95199,-118.341396,Inglewood,,,CA,900 District Dr,90305,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5599821'], 'posts': ['9249261', '9249271']}"
1,public,24 hours daily,,,2023-05-14,,ELEC,Public,193133,2021-07-24,,E,,HOLLYWOOD PARK MU4 L1-02,888-758-4389,2023-05-14T00:24:03Z,,GPS,33.951868,-118.341439,Inglewood,,,CA,900 District Dr,90305,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5599851'], 'posts': ['9249301', '9249311']}"
2,public,24 hours daily,,,2023-05-14,,ELEC,Public,193134,2021-07-24,,E,,HOLLYWOOD PARK MU4 L1-06,888-758-4389,2023-05-14T00:24:03Z,,GPS,33.951997,-118.341554,Inglewood,,,CA,900 District Dr,90305,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5599861'], 'posts': ['9249321', '9249331']}"
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,193135,2021-07-24,,E,,HOLLYWOOD PARK MU4 L1-04,888-758-4389,2023-05-14T00:24:03Z,,GPS,33.952186,-118.341557,Inglewood,,,CA,900 District Dr,90305,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5599871'], 'posts': ['9249341', '9249351']}"
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,193136,2021-07-24,,E,,HOLLYWOOD PARK MU4 L1-05,888-758-4389,2023-05-14T00:24:03Z,,GPS,33.951965,-118.341514,Inglewood,,,CA,900 District Dr,90305,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5599881'], 'posts': ['9249361', '9249371']}"
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,193137,2021-07-24,,E,,HOLLYWOOD PARK MU4 L1-03,888-758-4389,2023-05-14T00:24:03Z,,GPS,33.951925,-118.341291,Inglewood,,,CA,920 District  Drive,90305,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5599891'], 'posts': ['9249381', '9249391']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,193138,2021-07-24,,E,,HOLLYWOOD PARK MU4 L1-01,888-758-4389,2023-05-14T00:24:04Z,,GPS,33.951876,-118.341463,Inglewood,,,CA,900 District Dr,90305,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5601411'], 'posts': ['9251241', '9251251']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,193139,2021-07-24,,E,,HOLLYWOOD PARK MU4 L2-01,888-758-4389,2023-05-14T00:24:04Z,,GPS,33.952059,-118.341608,Inglewood,,,CA,900 District Dr,90305,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5601551'], 'posts': ['9251391']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,193140,2021-07-24,,E,,HOLLYWOOD PARK MU4 L2-02,888-758-4389,2023-05-14T00:24:17Z,,GPS,33.952046,-118.341449,Inglewood,,,CA,900 District Dr,90305,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5622241'], 'posts': ['9277151', '9277161']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,193235,2021-07-28,,E,,HOLLYWOOD PARK MU4 BASEMENT 1,888-758-4389,2023-05-14T00:24:03Z,,GPS,33.951855,-118.341383,Inglewood,,,CA,900 District Dr,90305,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5599811'], 'posts': ['9249241', '9249251']}"
