,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily; pay lot,,,2023-01-10,,ELEC,Public,21594,2002-05-30,LG,E,False,City of Pasadena - El Molino Lot,626-744-7665,2023-02-14T15:54:11Z,PARKING_LOT,GPS,34.147709,-118.136621,Pasadena,,,CA,100 N El Molino Ave,91101,US,,,,,,,,,,,,['J1772'],,,4,Non-Networked,,,Free; parking fee,,,,,,,,,,,,,,,,,,,,,,Public,,
1,public,24 hours daily; pay lot,,,2023-01-10,,ELEC,Public,50153,2012-11-27,LG,E,False,City of Pasadena - Los Robles Garage,626-744-7665,2023-02-14T15:54:11Z,PARKING_GARAGE,200-9,34.144224,-118.142129,Pasadena,,,CA,400 E Green St,91101,US,,,,,,,,,,,,['J1772'],,,6,Non-Networked,,,Free; parking fee,,,,,,,,,,,,,,,,,,,,,,Public,,
2,public,24 hours daily; pay lot,,,2023-01-10,,ELEC,Public,50154,2012-11-27,LG,E,False,City of Pasadena - Plaza Las Fuentes,626-744-7665,2023-02-14T15:54:11Z,PARKING_GARAGE,200-9,34.148186,-118.141776,Pasadena,,,CA,135 N Los Robles Ave,91101,US,,,,,,,,,,,,['J1772'],,,4,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Public,,
3,public,6am to 2am; pay lot,,,2023-01-10,,ELEC,Public,63067,2013-07-01,LG,E,False,City of Pasadena - Playhouse Theatre Lot,626-744-7665,2023-02-14T15:54:11Z,PARKING_LOT,GPS,34.145121,-118.138228,Pasadena,,,CA,44 S Madison Ave,91101,US,,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Public,,
4,public,24 hours daily; pay lot,,,2023-01-10,,ELEC,Public,63068,2013-07-01,LG,E,False,City of Pasadena - Marengo Garage,626-744-7655,2023-02-14T15:54:11Z,PARKING_GARAGE,GPS,34.144703,-118.146957,Pasadena,,,CA,155 E Green St,91101,US,,,,,,,,,,,,['J1772'],,,5,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Public,,
5,public,,,,2023-05-14,,ELEC,Public,65915,2015-01-01,,E,,"PR 790 East Colorado, LLC",855-885-9571,2023-05-14T01:22:57Z,,GPS,34.133435,-118.136606,Pasadena,,,CA,790 E. Colorado Boulevard,91101,US,,,,,,,,,,,,['J1772'],,,2,OpConnect,http://www.opconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['102'], 'posts': ['151_1', '151_2']}"
6,public,,,,2023-05-14,,ELEC,Public,65916,2015-01-01,,E,,"PR 35 North Lake, LLC",855-885-9571,2023-05-14T01:22:57Z,,GPS,34.14695,-118.1327,Pasadena,,,CA,35 N. Lake Avenue,91101,US,,,,,,,,,,,,['J1772'],,,2,OpConnect,http://www.opconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['100'], 'posts': ['168_1', '168_2']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,69872,2015-09-15,,E,,PLAYHOUSE BIT PLAYHOUSE 3,888-758-4389,2023-05-14T00:20:23Z,,GPS,34.145337,-118.136558,Pasadena,,,CA,680 E. Colorado Blvd.,91101,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL3393391'], 'posts': ['5045991', '5046001']}"
8,private,,,,2020-04-08,,ELEC,Private,117253,2018-10-02,P,E,,Pasadena Office Tower,,2021-03-11T23:22:17Z,OFFICE_BLDG,200-9,34.142973,-118.140553,Pasadena,Suite 160,,CA,150 S Los Robles Ave,91101,US,,,,,,,,,,,,['J1772'],,,4,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
9,public,,,,2023-05-13,,ELEC,Public,148776,2015-07-27,,E,,Pasadena Towers,800-663-5633,2023-05-13T23:57:34Z,,GPS,34.144961,-118.133097,Pasadena,,,CA,55 South Lake Avenue,91101,US,,,,,,,,,,,,['J1772'],,,2,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2123'], 'posts': ['2684', '2685']}"
