,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,"24 hours daily; keypad activated, instructions on EVSE",,,2022-08-10,,ELEC,Public,63040,2014-08-01,LG,E,False,Los Angeles County Sheriff - Lost Hills,323-267-2023,2023-02-14T15:54:11Z,MUNI_GOV,GPS,34.137359,-118.713791,Agoura,,,CA,27050 Agoura Rd,91301,US,,,,,,,,,,,,['J1772'],,,4.0,POWERFLEX,https://www.powerflex.com,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
1,private,Employee use only,,,2020-04-08,,ELEC,Private,94732,2014-01-01,P,E,,Office Building,,2021-03-11T23:22:17Z,OFFICE_BLDG,200-9,34.148198,-118.762487,Agoura Hills,,,CA,29219 Canwood St,91301,US,,,,,,,,,,,,['J1772'],,,4.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
2,private,,,,2020-04-08,,ELEC,Private,123206,2019-04-01,P,E,,Zebra Technologies Corp,,2021-03-11T23:22:17Z,OFFICE_BLDG,GPS,34.1455405,-118.7881052,Agoura Hills,,,CA,30601 Agoura Hills Rd,91301,US,,,,,,,,,,,,['J1772'],,,4.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,158525,2020-06-05,,E,,CY AGOURA HILLS MARRIOTTAGORUA4,888-758-4389,2023-05-14T00:20:59Z,,GPS,34.145134,-118.76846,Agoura Hills,,,CA,29505 Agoura Rd,91301,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5348101'], 'posts': ['8928921', '8928931']}"
4,private,Also accepts Paypal,,A D M V,2020-10-09,,ELEC,Private,166560,2019-08-16,P,E,,Vitu,,2021-03-11T23:22:17Z,OFFICE_BLDG,GPS,34.1466878,-118.7749111,Agoura Hills,,,CA,29901 Agoura Rd,91301,US,,,,,,,,,,,,['J1772'],,,8.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,175793,2021-01-27,,E,,CY AGOURA HILLS MARRIOTTAGOURA3,888-758-4389,2023-05-14T00:20:59Z,,GPS,34.145424,-118.769394,Agoura Hills,,,CA,29505 Agoura Rd,91301,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5348091'], 'posts': ['8928901', '8928911']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,175794,2021-01-27,,E,,CY AGOURA HILLS MARRIOTTAGOURA2,888-758-4389,2023-05-14T00:20:59Z,,GPS,34.145607,-118.76921,Agoura Hills,,,CA,29505 Agoura Rd,91301,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5348021'], 'posts': ['8928811', '8928821']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,175795,2021-01-27,,E,,CY AGOURA HILLS MARRIOTTAGOURA1,888-758-4389,2023-05-14T00:20:59Z,,GPS,34.145424,-118.769207,Agoura Hills,,,CA,29505 Agoura Rd,91301,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5347981'], 'posts': ['8928741', '8928751']}"
8,public,24 hours daily,,,2023-05-14,2023-05-13,ELEC,TEMPORARILY UNAVAILABLE (Public),175797,2021-01-27,,T,,CY AGOURA HILLS MARRIOTTAGOURA6,888-758-4389,2023-05-14T00:20:59Z,,GPS,34.145374,-118.769196,Agoura Hills,,,CA,29505 Agoura Rd,91301,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL5348131'], 'posts': ['8928971', '8928981']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,175798,2021-01-27,,E,,CY AGOURA HILLS MARRIOTTAGOURA5,888-758-4389,2023-05-14T00:20:59Z,,GPS,34.14537,-118.76936,Agoura Hills,,,CA,29505 Agoura Rd,91301,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5348111'], 'posts': ['8928941', '8928951']}"
