,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,private,Employee use only,,,2021-07-14,,ELEC,Private,66868,2015-01-01,SG,E,,University of California Los Angeles - Medical Center,,2023-02-15T22:45:41Z,HOSPITAL,GPS,34.026614,-118.484166,Santa Monica,Hospital Employee parking,,CA,1327 16th St,90404,US,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
1,public,24 hours daily; for guest use only; see front desk for access,,,2022-03-07,,ELEC,Public,68899,2015-03-01,P,E,True,Ambrose Hotel,310-315-1555,2023-02-14T15:54:11Z,HOTEL,200-9,34.030445,-118.481495,Santa Monica,,,CA,1255 20th St,90404,US,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
2,public,24 hours daily; pay lot,,,2023-01-10,,ELEC,Public,96797,2018-04-08,LG,E,False,City of Santa Monica - Lot 7,310-458-8529,2023-02-14T15:54:11Z,PARKING_LOT,GPS,34.02576,-118.49583,Santa Monica,Euclid St & Wilshire Blvd,,CA,1217 Euclid St,90404,US,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,$0.30 per kWh,,,,,,,,,,,,,,,,,,,,,,Public,,
3,public,,,,2022-10-06,,ELEC,Public,113383,2014-10-03,P,E,,Ambrose Hotel - Tesla Destination,310-315-1555  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.03032,-118.48186,Santa Monica,,,CA,1255 20th St,90404,US,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['501572']}
4,private,,,,2020-04-08,,ELEC,Private,123200,2019-04-01,P,E,,Untitled No. 1 School,,2021-03-11T23:22:17Z,SCHOOL,GPS,34.0283436,-118.4606536,Santa Monica,,,CA,2953 Delaware Ave,90404,US,,,,,,,,,,,,['J1772'],,,1.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
5,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-05-14,,ELEC,Public,151253,2017-07-31,,E,False,365 Santa Monica Pico,888-264-2208,2023-05-14T01:27:25Z,,GPS,34.0221605,-118.465731,Santa Monica,,,CA,2121 Cloverfield Blvd,90404,US,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['cbb87ad0-5943-4257-a39e-ffa709567f91'], 'posts': ['8c5c0e3a-78a4-4f7a-864c-d3a8d5a49a49', 'b37fe5f2-142e-453a-8239-8f776a119d38']}"
6,public,,,,2023-05-14,,ELEC,Public,155034,2018-08-31,,E,,UCLA Medical Center Garage,866-816-7584,2023-05-14T01:24:33Z,,GPS,34.02675,-118.484704,Santa Monica,,,CA,1311 16th Street,90404,US,,,,,,,,,,,,['J1772'],,,8.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['294d462d-9950-4429-bd9b-01740a8885dc'], 'posts': ['63340367769d34776391ea1f', '63340367769d34776391ed65', '63340367769d34776391ed66', '63340367769d34776391ed67', '63340367769d34776391ed68', '63340368769d34776391edc4', '63340368769d34776391f18c', '63340368769d34776391f18d']}"
7,private,24 hours daily; Also accepts Paypal,,A D M V,2020-04-08,,ELEC,Private,155039,2019-04-05,P,E,,Crossroads School for Arts & Sciences,,2021-03-11T23:22:17Z,PARKING_GARAGE,GPS,34.024867,-118.472543,Santa Monica,,,CA,1736 22nd St,90404,US,,,,,,,,,,,,['J1772'],,,1.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,158981,2020-06-12,,E,,SANTA MONICA  EV ARC MEM PARK,888-758-4389,2023-05-14T00:16:05Z,,GPS,34.020738,-118.48104,Santa Monica,,,CA,1401 Olympic Blvd,90404,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1836821'], 'posts': ['2201201', '2201211']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,159227,2020-06-12,,E,,COLORADO CENTER CC VALET 01,888-758-4389,2023-05-14T00:13:59Z,,GPS,34.029393,-118.473544,Santa Monica,,,CA,2401 Colorado Ave,90404,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL761831'], 'posts': ['1011971', '1011981']}"
