,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily; pay lot; see valet for access; Drivers must bring their own J1772 cordset for Level 1 charging,CALL,,2022-09-14,,ELEC,Public - Call ahead,7242,1998-05-30,P,E,False,Universal City Hilton,818-506-2500,2023-02-14T15:54:11Z,HOTEL,200-8,34.138717,-118.35904,Universal City,,,CA,333 Universal Terrace Pkwy,91608,US,,,,,,,,,,,,['NEMA520'],,1.0,,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,
1,public,24 hours daily,,,2023-05-14,,ELEC,Public,160124,2020-06-12,,E,,STUDIO BNC,888-758-4389,2023-05-14T00:08:01Z,,GPS,34.142358,-118.358434,Universal City,,,CA,"4050 Lankershim Blvd, Studio City, CA 91604",91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL175003'], 'posts': ['22321671', '22321681']}"
2,public,24 hours daily,,,2023-05-14,,ELEC,Public,160133,2020-06-12,,E,,STUDIO 2160-STATION 06,888-758-4389,2023-05-14T00:08:00Z,,GPS,34.1426,-118.359305,Universal City,,,CA,2160 Parking Garage,91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL174599'], 'posts': ['2442701', '2442711']}"
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,160135,2020-06-12,,E,,STUDIO 1360-STATION 06,888-758-4389,2023-05-14T00:07:59Z,,GPS,34.139,-118.360628,Universal City,,,CA,1360 Parking Garage,91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL174453'], 'posts': ['234155', '234157']}"
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,160328,2020-06-12,,E,,10UCP PRKG LVL 5 - D,888-758-4389,2023-05-14T00:06:55Z,,GPS,34.137598,-118.361223,Universal City,,,CA,10 Universal Hollywood Dr,91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL152307'], 'posts': ['203021', '203023']}"
5,public,,,,2022-10-06,,ELEC,Public,169231,2015-12-18,P,E,,Universal Studios Hollywood - Tesla Destination,  877-798-3752,2023-01-18T15:15:20Z,,GPS,34.138117,-118.353378,Universal City,,,CA,8039 Universal City Plaza,91608,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['499702']}
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,178447,2021-01-27,,E,,STUDIO 2160-STATION 04,888-758-4389,2023-05-14T00:05:31Z,,GPS,34.142595,-118.35928,Universal City,,,CA,2160 Parking Garage,91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL123341'], 'posts': ['2442681', '2442691']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,178448,2021-01-27,,E,,STUDIO 2160-STATION 02,888-758-4389,2023-05-14T00:05:31Z,,GPS,34.142589,-118.359224,Universal City,,,CA,2160 Parking Garage,91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL123339'], 'posts': ['1023291', '1023301']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,178449,2021-01-27,,E,,STUDIO 2160-STATION 05,888-758-4389,2023-05-14T00:05:30Z,,GPS,34.142595,-118.359294,Universal City,,,CA,2160 Parking Garage,91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL123235'], 'posts': ['2442721', '2442731']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,178450,2021-01-27,,E,,STUDIO 2160-STATION 01,888-758-4389,2023-05-14T00:05:13Z,,GPS,34.142577,-118.359192,Universal City,,,CA,2160 Parking Garage,91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL120831'], 'posts': ['1044011', '1044021']}"
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,178451,2021-01-27,,E,,STUDIO 2160-STATION 03,888-758-4389,2023-05-14T00:05:28Z,,GPS,34.142595,-118.359248,Universal City,,,CA,2160 Parking Garage,91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL123037'], 'posts': ['1023381', '1023391']}"
11,public,24 hours daily,,,2023-05-14,,ELEC,Public,178455,2021-01-27,,E,,STUDIO 1360-STATION 05,888-758-4389,2023-05-14T00:07:59Z,,GPS,34.138998,-118.360616,Universal City,,,CA,1360 Parking Garage,91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL174447'], 'posts': ['234143', '234145']}"
12,public,24 hours daily,,,2023-05-14,,ELEC,Public,178795,2021-01-27,,E,,10UCP PRKG LVL 5 - E,888-758-4389,2023-05-14T00:06:55Z,,GPS,34.137514,-118.361302,Universal City,,,CA,10 Universal Hollywood Dr,91608,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL152305'], 'posts': ['2514281', '2514291']}"
