,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,private,Employee use only,,,2023-01-10,,ELEC,Private,46731,2011-08-17,P,E,,OMP Sanders Rubbercraft,,2023-02-14T15:54:11Z,OFFICE_BLDG,GPS,33.8234522,-118.1488717,Long Beach,,,CA,3701 Conant St,90808,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
1,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-05-14,,ELEC,Public,152828,2020-01-20,,E,False,Long Beach Towne Center Islands Fine Burgers & Drinks,888-264-2208,2023-05-14T01:26:07Z,,GPS,33.8293256,-118.0871362,Long Beach,,,CA,7575 Carson Blvd,90808,US,,,,,,,,,,,,['J1772'],,,3.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['28c24100-a79d-443a-8f94-f1dba282e87e'], 'posts': ['61998cf5-8681-4576-9ce4-8a40841d1ac9', 'ebb466b5-e804-4584-84ce-599808aa929d', 'f1f742c8-4e8e-411a-aeb9-9136d48f3bc8']}"
2,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-05-14,,ELEC,Public,152829,2020-01-20,,E,False,Long Beach Towne Center Party City,888-264-2208,2023-05-14T01:27:36Z,,GPS,33.8293931,-118.0863137,Long Beach,,,CA,7575 Carson Blvd,90808,US,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['f1a21e61-b59a-4387-b311-6c63c6c859da'], 'posts': ['96f7c29c-cb9e-46cd-9356-7e3b8c3d3b44', 'ef450345-6a1c-4635-84a0-ab6029ac9160']}"
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,159424,2020-06-12,,E,,#333 LONG BEACH 333 LONG BEACH,888-758-4389,2023-05-14T00:11:58Z,,GPS,33.831509,-118.143014,Long Beach,,,CA,4041 N Lakewood Blvd,90808,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL541261'], 'posts': ['9296471']}"
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,159436,2020-06-12,,E,,LBX 90808NORTH LOT4,888-758-4389,2023-05-14T00:11:50Z,,GPS,33.831001,-118.145085,Long Beach,,,CA,4100 E Carson St,90808,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL523431'], 'posts': ['713321', '713331']}"
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,167489,2020-10-13,,E,,LAKEWOOD PLAZA STATION 2,888-758-4389,2023-05-14T00:22:27Z,,GPS,33.811669,-118.110521,Long Beach,,,CA,6235 E Spring St,90808,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5459591'], 'posts': ['9071221', '9071231']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,177313,2021-01-27,,E,,LBX 90808NORTH LOT3,888-758-4389,2023-05-14T00:11:50Z,,GPS,33.831,-118.145092,Long Beach,,,CA,4100 E Carson St,90808,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL523401'], 'posts': ['713281', '713291']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,177314,2021-01-27,,E,,LBX 90808NORTH LOT1,888-758-4389,2023-05-14T00:11:34Z,,GPS,33.830952,-118.145093,Long Beach,,,CA,4100 E Carson St,90808,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL474741'], 'posts': ['9087221', '9087231']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,177315,2021-01-27,,E,,LBX 90808NORTH LOT2,888-758-4389,2023-05-14T00:11:34Z,,GPS,33.830953,-118.14508,Long Beach,,,CA,4100 E Carson St,90808,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL474641'], 'posts': ['9087241', '9087251']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,181522,2021-01-27,,E,,LAKEWOOD PLAZA STATION 4,888-758-4389,2023-05-14T00:22:27Z,,GPS,33.810804,-118.110159,Long Beach,,,CA,6235 E Spring St,90808,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5459611'], 'posts': ['9071251', '9071261']}"
