,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,Dealership business hours,CALL,,2022-02-10,,ELEC,Public - Call ahead,39875,2011-03-15,P,E,False,Cerritos Nissan,562-402-2277,2022-02-10T19:42:29Z,CAR_DEALER,200-9,33.861544,-118.100471,Cerritos,,,CA,18707 Studebaker Rd,90703,US,,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",1.0,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,
1,private,,,,2022-02-10,,ELEC,Private,47595,2011-03-15,P,E,,Cerritos Nissan,562-402-2277,2022-02-10T19:42:29Z,CAR_DEALER,200-9,33.861544,-118.100471,Cerritos,,,CA,18707 Studebaker Rd,90703,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
2,private,Service center use only,,,2022-08-10,,ELEC,Private,60238,2014-02-01,P,E,,Penske Chevrolet of Cerritos,877-772-3022,2023-05-08T19:28:12Z,CAR_DEALER,200-9,33.861596,-118.099976,Cerritos,,,CA,18605 Studebaker Rd,90703,US,,,,,,,,,,,,"['J1772', 'NEMA520']",,2.0,2.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,99019,2015-10-01,,E,,Cerritos Performing Arts Ctr,855-900-7584,2023-05-14T00:38:25Z,,200-9,33.867627,-118.06171,Cerritos,,,CA,12700 Center Court Drive,90703,US,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['248'], 'posts': ['12017', '12018']}"
4,public,,,,2023-05-13,,ELEC,Public,124691,2019-06-26,,E,,City Of Cerritos,888-998-2546,2023-05-13T23:58:20Z,,GPS,33.867184,-118.065818,Cerritos,Enter from 183rd St. Chargers located ||on upper level of the parking structure||,,CA,18125 Bloomfield Ave,90703,US,,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000453999'], 'posts': ['465ba1dd-d734-8158-93cc-330000477545', '465ba1dd-d734-8158-93cc-330000744436', '465ba1dd-d734-8158-93cc-330000747317']}"
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,159421,2020-06-12,,E,,EOP CERRITOS STATION 1,888-758-4389,2023-05-14T00:12:00Z,,GPS,33.869639,-118.061691,Cerritos,,,CA,17777 center court dr,90703,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL545721'], 'posts': ['22800851', '22800861']}"
6,public,24 hours daily; for Tesla use only,,,2022-10-03,,ELEC,Public,166862,2020-09-10,P,E,,Los Cerritos Center - Tesla Supercharger,877-798-3752,2022-12-01T17:40:26Z,SHOPPING_MALL,GPS,33.864724,-118.091532,Cerritos,,,CA,239 Los Cerritos Center,90703,US,,,,,,,,,,,,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['3921']}
7,public,,,,2023-05-14,,ELEC,Public,195382,2019-07-31,,E,,Kaiser - Cerritos MOB,800-663-5633,2023-05-14T00:01:06Z,,GPS,33.865044,-118.103016,Cerritos,Stations are located in the underground parking garage. Entrance is facing the San Gabriel River,,CA,10820 183rd Street,90703,US,,,,,,,,,,,,['J1772'],,,5.0,SemaCharge Network,https://semaconnect.com/,,$1.35/Hr Parking Fee,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['4025'], 'posts': ['9961', '9962', '9963', '9964', '9966']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,205064,2022-01-20,,E,,NRHYUNDAI STATION 1,888-758-4389,2023-05-14T00:28:44Z,,GPS,33.866238,-118.101503,Cerritos,,,CA,10907 183rd St,90703,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12379371'], 'posts': ['21480931']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,205065,2022-01-20,,E,,NRHYUNDAI STATION 2,888-758-4389,2023-05-14T00:28:45Z,,GPS,33.866238,-118.101534,Cerritos,,,CA,10901 183rd St,90703,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12379401'], 'posts': ['21480981']}"
