,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily,,,2022-01-10,,ELEC,Public,7250,1998-06-15,T,E,False,Office Max - Home Depot,562-806-6600,2022-02-10T19:42:29Z,SHOPPING_CENTER,200-8,33.94756,-118.153806,Downey,,,CA,7075 Firestone Blvd,90241,US,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
1,public,Dealership business hours,CALL,,2022-03-07,,ELEC,Public - Call ahead,39884,2011-03-15,P,E,False,Downey Nissan,562-334-1090,2023-02-14T15:54:11Z,CAR_DEALER,200-8,33.9473,-118.151166,Downey,,,CA,7321 Firestone Blvd,90241,US,,,,,,,,,,,,"['J1772', 'J1772COMBO']",2.0,,4.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,
2,private,,,,2022-03-07,,ELEC,Private,47604,2011-03-15,P,E,,Downey Nissan,562-334-1090,2023-02-14T15:54:11Z,CAR_DEALER,200-8,33.9473,-118.151166,Downey,,,CA,7321 Firestone Blvd,90241,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
3,public,24 hours daily,,,2023-01-10,,ELEC,Public,65657,2017-04-27,P,E,False,LA Fitness,562-927-5688,2023-02-14T15:54:11Z,REC_SPORTS_FACILITY,200-9,33.946978,-118.155046,Downey,Located on the west side of the building,,CA,7230 Firestone Blvd,90241,US,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
4,public,Dealership business hours; customers only,CALL,,2023-05-03,,ELEC,Public - Call ahead,65658,2014-02-01,P,E,True,Champion Fiat,562-862-3993,2023-05-03T20:36:28Z,CAR_DEALER,200-9,33.929068,-118.109466,Downey,,,CA,9715 Firestone Blvd,90241,US,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,
5,public,24 hours daily; for Tesla use only,,,2022-10-03,,ELEC,Public,102013,2018-07-23,P,E,,Stonewood Center - Tesla Supercharger,877-798-3752,2022-12-01T17:40:26Z,,200-9,33.934471,-118.121217,Downey,,,CA,251 Stonewood Street,90241,US,,,,,,,,,,,,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['4094']}
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,159010,2020-06-12,,E,,CITY OF DOWNEY RIO HONDO GOLF,888-758-4389,2023-05-14T00:15:52Z,,GPS,33.953185,-118.145118,Downey,,,CA,10627 Old River School Rd,90241,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1819311'], 'posts': ['2136231', '2136241']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,159017,2020-06-12,,E,,CITY OF DOWNEY RIO SG PARK 2,888-758-4389,2023-05-14T00:15:46Z,,GPS,33.930642,-118.11024,Downey,,,CA,11016 Newville Ave,90241,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1812581'], 'posts': ['22924681']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,159018,2020-06-12,,E,,CITY OF DOWNEY RIO SG PARK 1,888-758-4389,2023-05-14T00:15:46Z,,GPS,33.930666,-118.110282,Downey,,,CA,9612 Ardine St,90241,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1812391'], 'posts': ['22924881', '22924891']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,159020,2020-06-12,,E,,CITY OF DOWNEY FURMAN PK,888-758-4389,2023-05-14T00:15:45Z,,GPS,33.952451,-118.136794,Downey,,,CA,10419 Rives Ave,90241,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1812161'], 'posts': ['2126891', '2126901']}"
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,160142,2020-06-12,,E,,CITY OF DOWNEY LIBRARY,888-758-4389,2023-05-14T00:07:55Z,,GPS,33.94004,-118.129056,Downey,,,CA,11121 Brookshire Ave,90241,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL169231'], 'posts': ['14540081', '14540091']}"
11,public,24 hours daily,,,2023-05-14,,ELEC,Public,160143,2020-06-12,,E,,CITY OF DOWNEY CITY HALL 1,888-758-4389,2023-05-14T00:07:55Z,,GPS,33.940803,-118.129217,Downey,,,CA,11111 Brookshire Ave,90241,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL169229'], 'posts': ['22114691', '22114701']}"
12,public,24 hours daily,,,2023-05-14,,ELEC,Public,176437,2021-01-27,,E,,CITY OF DOWNEY WILDERNESS PK 1,888-758-4389,2023-05-14T00:15:46Z,,GPS,33.935991,-118.100762,Downey,,,CA,10999 Little Lake Rd,90241,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1812621'], 'posts': ['21758611', '21758621']}"
13,public,24 hours daily,,,2023-05-13,,ELEC,Public,228244,2015-04-01,,E,,Stonewood Center,877-455-3833,2023-05-13T23:55:54Z,,GPS,33.935345,-118.120897,Downey,,,CA,306 Stonewood St,90241,US,,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,1.0,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['329'], 'posts': ['248', '311', '6666']}"
14,public,24 hours daily,,,2023-05-13,,ELEC,Public,228652,2020-04-08,,E,,Apollo Center,877-455-3833,2023-05-13T23:56:22Z,,GPS,33.9452906,-118.1184295,Downey,,,CA,"10307 Lakewood Blvd, # 1041",90241,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",3.0,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['25605'], 'posts': ['52855', '52857', '52859']}"
15,public,24 hours daily,,,2023-05-14,,ELEC,Public,250648,2023-01-12,,E,,CITY OF DOWNEY WILDERNESS PK 2,888-758-4389,2023-05-14T00:15:46Z,,GPS,33.935998,-118.100688,Downey,,,CA,10999 Little Lake Rd,90241,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1812791'], 'posts': ['22716301']}"
16,public,,,,2023-05-13,,ELEC,Public,257519,2023-03-30,,E,,Downey Unified School District,888-998-2546,2023-05-13T23:58:43Z,,GPS,33.919587,-118.113098,Downey,,,CA,12330 Woodruff Ave.,90241,US,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000726409'], 'posts': ['ccc1b970-9d3f-4351-98b3-53bd020d626d']}"
17,public,24 hours daily,,,2023-05-14,,ELEC,Public,259504,2023-04-16,,E,,MARRIOTT DOWNEY STATION 9962,888-758-4389,2023-05-14T00:32:56Z,,GPS,33.934413,-118.122633,Downey,,,CA,9066 Firestone Blvd,90241,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13174351'], 'posts': ['22502261', '22502271']}"
