,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily,,,2023-01-10,,ELEC,Public,7229,1998-06-30,LG,E,False,City of Santa Monica - Airport,310-458-8516,2023-02-14T15:54:11Z,AIRPORT,GPS,34.017081,-118.44704,Santa Monica,,,CA,3223 Donald Douglas Loop,90405,US,,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,Free,SOLAR,,,,,,,,,,,,,,,,,,,,,Public,,
1,public,24 hours daily; pay lot,,,2023-01-10,,ELEC,Public,7230,2019-04-08,LG,E,False,City of Santa Monica - Pier,310-458-8516,2023-02-14T15:54:11Z,MUNI_GOV,200-9,34.010021,-118.49583,Santa Monica,,,CA,200 Santa Monica Pier,90405,US,,,,,,,,,,,,['J1772'],,,3,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
2,public,24 hours daily,,,2023-01-10,,ELEC,Public,82280,2017-02-01,LG,E,False,City of Santa Monica - Lot 11,310-458-2213,2023-02-14T15:54:11Z,MUNI_GOV,GPS,34.003119,-118.485302,Santa Monica,,,CA,2501 Nielson Way,90405,US,,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
3,public,24 hours daily; pay lot,,,2023-01-10,,ELEC,Public,96796,2019-04-08,LG,E,False,City of Santa Monica - Lot 9,310-458-8529,2023-02-14T15:54:11Z,PARKING_LOT,GPS,33.999203,-118.481415,Santa Monica,Located at the south end at Ashland St,,CA,2901 Neilson Way,90405,US,,,,,,,,,,,,['J1772'],,,6,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
4,public,,,,2022-10-06,,ELEC,Public,113388,2015-12-02,P,E,,Travelodge Santa Monica - Tesla Destination,310-450-5766  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.0257921,-118.4571468,Santa Monica,,,CA,3102 Pico Blvd,90405,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['506369']}
5,public,,,,2022-10-06,,ELEC,Public,113391,2017-03-09,P,E,,Le Meridien Delfina Santa Monica - Tesla Destination,310-399-9344  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-8,34.010562,-118.485467,Santa Monica,,,CA,530 Pico Blvd,90405,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['503881']}
6,public,,,,2022-10-06,,ELEC,Public,113392,2016-09-26,P,E,,Shutters on the Beach Hotel - Tesla Destination,310-458-0030  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.007114,-118.491534,Santa Monica,,,CA,1 Pico Blvd,90405,US,,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['506493']}
7,public,,,,2023-05-14,,ELEC,Public,123198,2019-04-01,,E,,Watt Companies,866-816-7584,2023-05-14T01:24:17Z,,GPS,34.017672,-118.456373,Santa Monica,,,CA,2716 Ocean Park Blvd.,90405,US,,,,,,,,,,,,['J1772'],,,2,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['28ce4ef3-68cb-4ec3-b4d8-692d8c5d66fd'], 'posts': ['63340367769d34776391ea55', '63340367769d34776391ea56']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,154835,2020-03-31,,E,,SMC LEVEL 2-3,888-758-4389,2023-05-14T00:20:12Z,,GPS,34.018467,-118.470157,Santa Monica,,,CA,1734 Pearl St,90405,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2636811'], 'posts': ['3543601', '3543611']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,158236,2020-05-30,,E,,SEA COLONY II #1,888-758-4389,2023-05-14T00:19:42Z,,GPS,33.99827,-118.481125,Santa Monica,,,CA,2946 Neilson Way,90405,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2118791'], 'posts': ['2527861', '2527871']}"
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,159380,2020-06-12,,E,,SANTA MONICA  V. AVE PARK,888-758-4389,2023-05-14T00:12:21Z,,GPS,34.021202,-118.468599,Santa Monica,,,CA,2201 Pico Blvd,90405,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL583981'], 'posts': ['9044031', '9044041']}"
