,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,private,Fleet use only,,,2023-01-10,,ELEC,Private,1589,1999-10-15,LG,E,,LADWP - Palmetto Center,,2023-02-15T22:45:41Z,UTILITY,GPS,34.039736,-118.236065,Los Angeles,,,CA,1212 Palmetto St,90013,US,,,,,,,,,,,,['J1772'],,,10.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
1,private,Employee use only,,,2023-01-10,,ELEC,Private,103776,2018-09-01,T,E,,LADWP - Los Angeles Cleantech Incubator,,2023-02-15T22:45:41Z,UTILITY,GPS,34.040458,-118.235444,Los Angeles,,,CA,525 S Hewitt St,90013,US,,,,,,,,,,,,['J1772'],,,27.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
2,public,24 hours daily,,,2023-01-10,,ELEC,Public,103785,2018-09-01,T,E,False,LADWP - East 4th Street,800-342-5397,2023-02-14T15:54:11Z,UTILITY,200-9,34.043191,-118.23737,Los Angeles,,,CA,800 E 4th St,90013,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
3,public,24 hours daily,,,2023-05-14,2023-02-17,ELEC,TEMPORARILY UNAVAILABLE (Public),143936,2019-08-21,,T,,367 S LOS ANGELES ST,855-900-7584,2023-05-14T00:38:12Z,,GPS,34.047644,-118.245809,Los Angeles,,,CA,367 S LOS ANGELES ST,90013,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['1740'], 'posts': ['12241A']}"
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,149945,2019-12-12,,E,,412 S MAIN ST,855-900-7584,2023-05-14T00:38:14Z,,GPS,34.047766,-118.247409,Los Angeles,,,CA,412 S MAIN ST,90013,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1797'], 'posts': ['12273A']}"
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,158851,2020-06-12,,E,,1003 EV 1,888-758-4389,2023-05-14T00:17:06Z,,GPS,34.04228,-118.233604,Los Angeles,,,CA,1042 East 4th St,90013,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1929951'], 'posts': ['2279291']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,160831,2020-06-12,,E,,BROOKFIELD WEST GAS CO TWR 1-2,888-758-4389,2023-05-14T00:04:18Z,,GPS,34.050051,-118.253331,Los Angeles,,,CA,555 W 5th St,90013,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL115037'], 'posts': ['143943', '143945']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,161042,2020-06-12,,E,,CIM STATION 1,888-758-4389,2023-05-14T00:03:15Z,,GPS,34.051277,-118.251323,Los Angeles,,,CA,350 S Grand,90013,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL103345'], 'posts': ['122483', '122485']}"
8,public,24 hours daily,,,2023-05-14,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),165260,2020-08-15,,T,,CITY OF LA BSL #1,888-758-4389,2023-05-14T00:03:30Z,,GPS,34.047854,-118.246847,Los Angeles,,,CA,101-115 E 4th St,90013,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL106697'], 'posts': ['9101381']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,176235,2021-01-27,,E,,1003 EV 2,888-758-4389,2023-05-14T00:17:06Z,,GPS,34.042135,-118.233777,Los Angeles,,,CA,1003 East 4th St,90013,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1929971'], 'posts': ['9137571']}"
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,179404,2021-01-27,,E,,BROOKFIELD WEST GAS CO TWR 5-6,888-758-4389,2023-05-14T00:04:17Z,,GPS,34.050021,-118.253362,Los Angeles,,,CA,555 W 5th St,90013,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL114949'], 'posts': ['203363', '203365']}"
11,public,24 hours daily,,,2023-05-14,,ELEC,Public,179405,2021-01-27,,E,,BROOKFIELD WEST GAS CO TWR 3-4,888-758-4389,2023-05-14T00:04:06Z,,GPS,34.05004,-118.253351,Los Angeles,,,CA,555 W 5th St,90013,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL113877'], 'posts': ['21950001', '21950011']}"
12,public,24 hours daily,,,2023-05-14,,ELEC,Public,179556,2021-01-27,,E,,CIM STATION 3,888-758-4389,2023-05-14T00:03:15Z,,GPS,34.051269,-118.25134,Los Angeles,,,CA,350 S Grand,90013,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL103339'], 'posts': ['122471', '122473']}"
13,public,24 hours daily,,,2023-05-14,,ELEC,Public,179557,2021-01-27,,E,,CIM STATION 2,888-758-4389,2023-05-14T00:03:12Z,,GPS,34.051298,-118.251299,Los Angeles,,,CA,350 S Grand,90013,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL103167'], 'posts': ['122125', '122127']}"
14,public,24 hours daily,,,2023-05-14,,ELEC,Public,194118,2021-08-19,,E,,OSF COMMERCIAL RETAIL #1,888-758-4389,2023-05-14T00:26:43Z,,GPS,34.045564,-118.232389,Los Angeles,,,CA,300 S Santa Fe Ave,90013,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL9094761'], 'posts': ['16042221', '16042231']}"
15,public,24 hours daily,,,2023-05-14,,ELEC,Public,194119,2021-08-19,,E,,OSF COMMERCIAL RETAIL #2,888-758-4389,2023-05-14T00:26:45Z,,GPS,34.045456,-118.232429,Los Angeles,,,CA,100 S Santa Fe Ave,90013,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL9127451'], 'posts': ['16105101', '16105111']}"
16,public,,,,2023-05-13,2023-05-11,ELEC,TEMPORARILY UNAVAILABLE (Public),195237,2021-01-28,,T,,Greenlots Test Lab,800-663-5633,2023-05-13T23:58:45Z,,GPS,34.039467,-118.238938,Los Angeles,,,CA,568 South Alameda Street,90013,US,,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,"$0.01/Hr Parking Fee , $5.00/kWh Energy Fee",,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['5171'], 'posts': ['13088']}"
17,public,24 hours daily,,,2023-05-14,,ELEC,Public,202734,2021-12-17,,E,,LA COURTHOUSE 2 GW 1,888-758-4389,2023-05-14T00:28:20Z,,GPS,34.047596,-118.24527,Los Angeles,,,CA,350 W 1St,90013,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL11860731'], 'posts': ['20495341', '20495351']}"
18,private,24 hours daily,,,2022-01-10,,ELEC,Private,202979,2021-10-25,P,E,,Los Angeles Metro - Metro Maintenance Facility,,2022-02-10T19:42:29Z,PARKING_LOT,200-9,34.038934,-118.230154,Los Angeles,,,CA,590 S Santa Fe Ave,90013,US,,,,,,,,,,,,['J1772'],,,3.0,EVGATEWAY,http://evgateway.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
19,public,Mon 7:00am - 8:00pm; Tue 7:00am - 8:00pm; Wed 7:00am - 8:00pm; Thu 7:00am - 8:00pm; Fri 7:00am - 8:00pm; Sat 7:00am - 8:00pm; Sun 7:00am - 8:00pm,,,2023-05-13,,ELEC,Public,228812,2018-09-01,,E,,LADWP LA Kretz Innovation Campus,877-455-3833,2023-05-13T23:56:35Z,,GPS,34.04046,-118.23502,Los Angeles,,,CA,525 S Hewitt St,90013,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2.0,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2020'], 'posts': ['90089', '90091']}"
