,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,Dealership business hours,CALL,,2021-12-09,,ELEC,Public - Call ahead,6405,2012-12-11,P,E,False,Galpin Motors,800-256-6219,2022-02-10T19:42:29Z,CAR_DEALER,200-9,34.221665,-118.468371,Sepulveda,,,CA,15421 Roscoe Blvd,91343,US,,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,
1,public,24 hours daily,,,2023-05-14,,ELEC,Public,99255,2018-06-14,,E,,Mid Valley Regional Library,855-900-7584,2023-05-14T00:39:08Z,,200-8,34.234966,-118.487435,North Hills,,,CA,16244 Nordhoff St,91343,US,,,,,,,,,,,,['J1772'],,,4,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['857'], 'posts': ['182084', '182199A', '182207A', '182414']}"
2,public,24 hours daily,,,2023-01-10,,ELEC,Public,103792,2018-09-01,T,E,False,LADWP - Burnet Avenue,800-342-5397,2023-02-14T15:54:11Z,UTILITY,200-8,34.22845,-118.463489,North Hills,,,CA,8677 Burnet Ave,91343,US,,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,152337,2020-01-09,,E,,15475 W ROSCOE BLVD,855-900-7584,2023-05-14T00:38:12Z,,GPS,34.221521,-118.469557,Los Angeles,,,CA,15475 W ROSCOE BLVD,91343,US,,,,,,,,,,,,['J1772'],,,1,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1726'], 'posts': ['12238A']}"
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,154563,2020-03-19,,E,,15450 Plummer St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.24270771,-118.4693382,North Hills,,,CA,15450 Plummer St,91343,US,,,,,,,,,,,,['J1772'],,,1,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10373']}
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,160785,2020-06-12,,E,,EVSP WALGREENS STORE 7950,888-758-4389,2023-05-14T00:04:50Z,,GPS,34.235201,-118.46618,Los Angeles,,,CA,15316 Nordhoff St,91343,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL118219'], 'posts': ['13019231']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,205084,2022-01-20,,E,,WIG EV GOLDSMITH&HULL,888-758-4389,2023-05-14T00:29:00Z,,GPS,34.229027,-118.501466,Los Angeles,,,CA,16933 Parthenia St,91343,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12424541'], 'posts': ['21548851', '21548861']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,221309,2022-06-15,,E,,4407 Laurel Canyon Blvd,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.15071707,-118.3965934,Los Angeles,,,CA,4407 Laurel Canyon Blvd,91343,US,,,,,,,,,,,,['J1772'],,,1,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10529']}
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,221314,2022-06-15,,E,,16141 Nordhoff St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.2357385,-118.4842607,Los Angeles,,,CA,16141 Nordhoff St,91343,US,,,,,,,,,,,,['J1772'],,,1,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10423']}
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,221627,2022-06-22,,E,,14924 Nordhoff St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.23536352,-118.4582975,Los Angeles,,,CA,14924 Nordhoff St,91343,US,,,,,,,,,,,,['J1772'],,,1,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10563']}
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,225621,2022-08-17,,E,,15355 Plummer St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.24285788,-118.4664259,Los Angeles,,,CA,15355 Plummer St,91343,US,,,,,,,,,,,,['J1772'],,,1,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10597']}
11,public,24 hours daily,,,2022-10-11,,ELEC,Public,227634,2022-08-08,P,E,False,Bright Star Valor Academy,866-949-9606,2023-02-14T15:54:11Z,SCHOOL,200-9,34.234685,-118.462643,North Hills,,,CA,9034 Burnet Ave,91343,US,,,,,,,,,,,,['J1772'],,,8,EVGATEWAY,http://evgateway.com/,,Free,NONE,,,,,,,,,,,,,,,,,,,,,Public,,
12,public,24 hours daily,,,2023-05-14,2023-04-25,ELEC,TEMPORARILY UNAVAILABLE (Public),255630,2023-03-07,,T,,GALPIN MAZDA STATION 1,888-758-4389,2023-05-14T00:34:51Z,,GPS,34.22364,-118.468421,Los Angeles,,,CA,8425 Sepulveda Blvd,91343,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL13500481'], 'posts': ['22873521']}"
