,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,private,Tenant use only,,,2022-08-10,,ELEC,Private,49571,2012-09-14,P,E,,9200 Sunset - Parking Garage,,2023-02-15T22:45:41Z,PARKING_GARAGE,GPS,34.08983,-118.393,West Hollywood,,,CA,9200 W Sunset Blvd,90069,US,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
1,private,For West Hollywood Sheriff Office employee use only,,,2022-08-10,,ELEC,Private,63066,2014-08-01,LG,E,,Los Angeles County Sheriff - West Hollywood Station,,2023-02-14T15:54:11Z,MUNI_GOV,200-8,34.084738,-118.383963,West Hollywood,,,CA,780 San Vicente Blvd,90069,US,,,,,,,,,,,,['J1772'],,,2.0,POWERFLEX,https://www.powerflex.com,,$0.45 per kWh from 4pm-9pm; $0.30 per kWh at all other times,,,,,,,,,,,,,,,,,,,,,,Privé,,
2,public,,,,2023-05-13,,ELEC,Public,95867,2012-07-15,,E,,Ramada Plaza West Hollywood,888-998-2546,2023-05-13T00:00:20Z,,GPS,34.088515,-118.378373,West Hollywood,"Charging stations are adjacent to the ||lobby. Parking Fees: First 15 mins are ||free. After that, $2.50 per 20 mins. ||Flat rate of $30.00 per day after first ||3hrs.||",,CA,8585 Santa Monica Blvd.,90069,US,,,,,,,,,,,,['J1772'],,,8.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000057986'], 'posts': ['465ba1dd-d734-8158-93cc-330000507480', '465ba1dd-d734-8158-93cc-330000639182', '465ba1dd-d734-8158-93cc-330000644338', '465ba1dd-d734-8158-93cc-330000680086', '465ba1dd-d734-8158-93cc-330000708648', '465ba1dd-d734-8158-93cc-330000714129', '465ba1dd-d734-8158-93cc-330000714130', '465ba1dd-d734-8158-93cc-330000714148']}"
3,public,,,,2022-10-06,,ELEC,Public,113503,2014-10-30,P,E,,Sunset Marquis Hotel - Tesla Destination,310-657-1333  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.091985,-118.377766,West Hollywood,,,CA,1200 Alta Loma Rd,90069,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,7.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['513947']}
4,public,,,,2022-10-06,,ELEC,Public,113505,2016-12-21,P,E,,"The Standard, Hollywood - Tesla Destination",323-650-9090  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.095937,-118.371104,West Hollywood,,,CA,8300 Sunset Blvd,90069,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['503692']}
5,public,,,,2022-10-06,,ELEC,Public,113506,2014-12-19,P,E,,Best Western Plus Sunset Plaza Hotel - Tesla Destination,323-656-8090  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.0963159,-118.3727563,West Hollywood,,,CA,8400 Sunset Blvd,90069,US,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['504846']}
6,public,,,,2022-10-06,,ELEC,Public,113508,2017-05-15,P,E,,The London West Hollywood at Beverly Hills Hotel - Tesla Destination,310-854-1111  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.089668,-118.385005,West Hollywood,,,CA,1020 N San Vicente Blvd,90069,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['501179']}
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,160240,2020-06-12,,E,,EVSP WEST HOLLY WEHO LIBRARY 1,888-758-4389,2023-05-14T00:07:23Z,,GPS,34.082114,-118.383821,West Hollywood,,,CA,625 N San Vicente Blvd,90069,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL158997'], 'posts': ['22085851']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,160513,2020-06-12,,E,,BLUE_GREEN_PRKG RED 2,888-758-4389,2023-05-14T00:06:01Z,,GPS,34.083738,-118.382767,West Hollywood,,,CA,750 N San Vicente Blvd,90069,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL129307'], 'posts': ['170229', '170231']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,160680,2020-06-12,,E,,STP EV STATION STP EV STATION,888-758-4389,2023-05-14T00:05:17Z,,GPS,34.091377,-118.381327,West Hollywood,,,CA,8730 Sunset Blvd,90069,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL121581'], 'posts': ['1033481', '1033491']}"
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,160828,2020-06-12,,E,,BLUE_GREEN_PRKG BLUE GREEN #2,888-758-4389,2023-05-14T00:04:25Z,,GPS,34.083081,-118.381708,West Hollywood,,,CA,8687 Melrose Ave,90069,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL115725'], 'posts': ['145207', '145209']}"
11,public,24 hours daily,,,2023-05-14,,ELEC,Public,161212,2020-06-12,,E,,8560 W SUNSET STATION 1,888-758-4389,2023-05-14T00:02:34Z,,GPS,34.092826,-118.3781,West Hollywood,,,CA,8560 W. Sunset Blvd,90069,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL91825'], 'posts': ['13167831', '13167841']}"
12,public,24 hours daily,,,2023-05-14,,ELEC,Public,178617,2021-01-27,,E,,EVSP WEST HOLLY WEHO LIBRARY 2,888-758-4389,2023-05-14T00:07:14Z,,GPS,34.081385,-118.382504,West Hollywood,,,CA,625 N San Vicente Blvd,90069,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL157181'], 'posts': ['22086371']}"
13,public,24 hours daily,,,2023-05-14,,ELEC,Public,179049,2021-01-27,,E,,BLUE_GREEN_PRKG RED 1,888-758-4389,2023-05-14T00:05:56Z,,GPS,34.083718,-118.382797,West Hollywood,,,CA,750 N San Vicente Blvd,90069,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL128137'], 'posts': ['22968731', '22968741']}"
14,public,24 hours daily,,,2023-05-14,,ELEC,Public,179401,2021-01-27,,E,,BLUE_GREEN_PRKG BLUE GREEN #1,888-758-4389,2023-05-14T00:04:13Z,,GPS,34.083081,-118.381804,West Hollywood,,,CA,8687 Melrose Ave,90069,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL114433'], 'posts': ['200441', '200443']}"
15,public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 8:00am - 12:00am; Sun 8:00am - 12:00am,,,2023-05-14,,ELEC,Public,182464,2021-01-27,,E,,EVSP WEST HOLLY KINGS ROAD 1,888-758-4389,2023-05-14T00:07:14Z,,GPS,34.090849,-118.372603,West Hollywood,,,CA,8383 Santa Monica Blvd,90069,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL157129'], 'posts': ['2434011']}"
16,public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 8:00am - 12:00am; Sun 8:00am - 12:00am,,,2023-05-14,,ELEC,Public,182465,2021-01-27,,E,,EVSP WEST HOLLY KINGS ROAD 3,888-758-4389,2023-05-14T00:07:14Z,,GPS,34.090948,-118.372619,West Hollywood,,,CA,8383 Santa Monica Blvd,90069,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL157207'], 'posts': ['2433971']}"
17,public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 8:00am - 12:00am; Sun 8:00am - 12:00am,,,2023-05-14,,ELEC,Public,182466,2021-01-27,,E,,EVSP WEST HOLLY KINGS ROAD 4,888-758-4389,2023-05-14T00:07:14Z,,GPS,34.090973,-118.372613,West Hollywood,,,CA,8383 Santa Monica Blvd,90069,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL157245'], 'posts': ['22157021']}"
18,public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 8:00am - 12:00am; Sun 8:00am - 12:00am,,,2023-05-14,,ELEC,Public,182472,2021-01-27,,E,,EVSP WEST HOLLY KINGS ROAD 2,888-758-4389,2023-05-14T00:07:23Z,,GPS,34.090891,-118.372608,West Hollywood,,,CA,8383 Santa Monica Blvd,90069,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL158989'], 'posts': ['2433981']}"
19,public,24 hours daily,,,2023-05-14,,ELEC,Public,188104,2021-04-29,,E,,WEHO 8461 SMB,888-758-4389,2023-05-14T00:25:09Z,,GPS,34.090325,-118.375003,West Hollywood,,,CA,8461 Santa Monica Blvd,90069,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL7228721'], 'posts': ['23005891', '23005901']}"
20,public,24 hours daily,,,2023-05-14,,ELEC,Public,188183,2021-04-30,,E,,WEHO 8459 SUN #2 (W),888-758-4389,2023-05-14T00:25:22Z,,GPS,34.095003,-118.375144,West Hollywood,,,CA,8459 Sunset Blvd,90069,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL7425291'], 'posts': ['12798231', '12798241']}"
21,public,24 hours daily,,,2023-05-14,,ELEC,Public,188184,2021-04-30,,E,,WEHO 8459 SUN #1 (E),888-758-4389,2023-05-14T00:25:22Z,,GPS,34.095017,-118.375079,West Hollywood,,,CA,8459 Sunset Blvd,90069,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL7425331'], 'posts': ['12798311', '12798321']}"
