,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily,,,2023-05-14,,ELEC,Public,99217,2018-06-14,,E,,929 S Wilton,855-900-7584,2023-05-14T00:39:06Z,,GPS,34.054758,-118.314319,Los Angeles,,,CA,929 S Wilton Pl,90019,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['753'], 'posts': ['12586']}"
1,public,24 hours daily,,,2023-05-14,,ELEC,Public,152292,2020-01-08,,E,,1372 S DUNSMUIR AVE,855-900-7584,2023-05-14T00:38:13Z,,GPS,34.048631,-118.353643,Los Angeles,,,CA,1372 S DUNSMUIR AVE,90019,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1795'], 'posts': ['12271A']}"
2,public,24 hours daily,,,2023-05-14,,ELEC,Public,152508,2020-01-17,,E,,1385 S HIGHLAND AVE,855-900-7584,2023-05-14T00:38:12Z,,GPS,34.048313,-118.343437,Los Angeles,,,CA,1385 S HIGHLAND AVE,90019,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1725'], 'posts': ['12247A']}"
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,152950,2020-01-23,,E,,1109 South La Brea Ave,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.054671,-118.343901,Los Angeles,,,CA,1109 South La Brea Ave,90019,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10242']}
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,153932,2020-02-25,,E,,1398 S Orange Grove Ave,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.05147879,-118.3655379,Los Angeles,,,CA,1398 S Orange Grove Ave,90019,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10290']}
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,155555,2020-04-24,,E,,5712 W Pico Blvd,855-900-7584,2023-05-14T00:38:23Z,,GPS,34.050678,-118.362987,Los Angeles,,,CA,5712 W Pico Blvd,90019,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2446'], 'posts': ['12521A']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,156282,2020-05-14,,E,,5263 Packard,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.0507618,-118.3513496,Los Angeles,,,CA,5263 Packard,90019,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10389']}
7,private,,,,2023-05-03,,ELEC,Private,165533,2020-05-15,T,E,,Los Angeles Department of Water and Power - Los Angeles,,2023-05-03T20:36:28Z,MUNI_GOV,200-9,34.039648,-118.368149,Los Angeles,At Fairfax Ave,,CA,5898 Venice Blvd,90019,US,,,,,,,,,,,,['J1772'],,,5.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,176500,2021-01-27,,E,,MIDTOWN LA EV-02,888-758-4389,2023-05-14T00:15:16Z,,GPS,34.047382,-118.336076,Los Angeles,,,CA,4550 W Pico Blvd,90019,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1761091'], 'posts': ['23089081', '23089091']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,176501,2021-01-27,,E,,MIDTOWN LA EV-01,888-758-4389,2023-05-14T00:15:16Z,,GPS,34.047408,-118.336161,Los Angeles,,,CA,4550 W Pico Blvd,90019,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1761011'], 'posts': ['22731751']}"
