,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily; pay lot,,,2022-01-10,,ELEC,Public,50424,2014-12-31,P,E,False,Los Angeles Metro - Chatsworth Metrolink Station,213-922-4638,2022-02-10T19:42:29Z,PARKING_LOT,200-8,34.253049,-118.598675,Chatsworth,Located on the north side of the parking lot,,CA,10040 Old Depot Plaza Rd,91311,US,,,,,,,,,,,,['J1772'],,,3.0,EVGATEWAY,http://evgateway.com/,,$1 per hour; Maximum payment of $3,,,,,,,,,,,,,,,,,,,,,,Public,,
1,public,24 hours daily,,,2023-05-14,,ELEC,Public,99234,2018-06-14,,E,,Chatsworth Library,855-900-7584,2023-05-14T00:39:06Z,,GPS,34.25682,-118.592457,Chatsworth,,,CA,21252 Devonshire St,91311,US,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['825'], 'posts': ['182085', '182206A']}"
2,public,24 hours daily,,,2023-05-14,,ELEC,Public,144233,2019-08-30,,E,,21032 Devonshire,855-900-7584,2023-05-14T00:39:06Z,,GPS,34.257134,-118.591962,Chatsworth,,,CA,21032 Devonshire St,91311,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['770'], 'posts': ['12591']}"
3,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2023-05-14,,ELEC,Public,151053,2019-10-29,,E,False,"Walgreens 20901 Devonshire St, Chatsworth",888-264-2208,2023-05-14T01:26:02Z,,GPS,34.2575025,-118.5892005,Chatsworth,,,CA,20901 Devonshire St,91311,US,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['14afd976-6478-4202-9888-9e8ab37698ab'], 'posts': ['c3c9be3f-88b4-489c-95c7-d2ce69d1952e', 'c66ba679-81c9-4be9-a9ab-66a066e3e676']}"
4,public,24 hours daily,,,2023-01-10,,ELEC,Public,152128,2018-08-06,LG,E,False,LADWP - Dearborn,213-367-5228,2023-02-14T15:54:11Z,UTILITY,200-8,34.237037,-118.587164,Chatsworth,,,CA,20820 Dearborn St,91311,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
5,public,24 hours daily,,,2023-01-10,,ELEC,Public,152146,2018-08-07,LG,E,False,LADWP - Sunburst,213-367-5228,2023-02-14T15:54:11Z,UTILITY,200-9,34.234279,-118.57491,Chatsworth,,,CA,20234 Sunburst St,91311,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
6,public,24 hours daily,,,2023-01-10,,ELEC,Public,152151,2018-10-05,LG,E,False,LADWP - Variel,213-367-5228,2023-02-14T15:54:11Z,UTILITY,200-8,34.248493,-118.593116,Chatsworth,,,CA,9797 Variel Ave,91311,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
7,public,24 hours daily,,,2023-01-10,,ELEC,Public,152152,2018-10-12,LG,E,False,LADWP - Lurline,213-367-5228,2023-02-14T15:54:11Z,UTILITY,200-8,34.245466,-118.583973,Chatsworth,,,CA,9650 Lurline Ave,91311,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,152937,2020-01-23,,E,,9866 N De Soto Ave,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.24932708,-118.5884294,Los Angeles,,,CA,9866 N De Soto Ave,91311,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10260']}
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,153171,2020-01-30,,E,,10567 Mason Ave,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.26190475,-118.5797251,Los Angeles,,,CA,10567 Mason Ave,91311,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10307']}
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,153209,2020-01-31,,E,,21900 Plummer St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.24260712,-118.6043621,Los Angeles,,,CA,21900 Plummer St,91311,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10312']}
11,public,24 hours daily,,,2023-05-14,,ELEC,Public,153523,2020-02-07,,E,,10108 Mason Avenue,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.2541671,-118.5797126,Chatsworth,,,CA,10108 Mason Ave,91311,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10319']}
12,public,24 hours daily,,,2023-05-14,,ELEC,Public,153846,2020-02-20,,E,,20217 Prairie St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.239231,-118.574057,Chatsworth,,,CA,20227 Prairie St,91311,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10248']}
13,public,,,,2023-05-14,2022-09-30,ELEC,TEMPORARILY UNAVAILABLE (Public),155033,2018-04-19,,T,,Chatsworth Station,866-816-7584,2023-05-14T01:24:22Z,,GPS,34.252243,-118.59876,Chatsworth,,,CA,10040 Old Depot Plaza Rd,91311,US,,,,,,,,,,,,['J1772'],,,4.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['450dcb19-971f-4cd8-bc0b-8efd9157b5c0'], 'posts': ['63340367769d34776391e88a', '63340367769d34776391e900', '63340367769d34776391ebae', '63340367769d34776391ed51']}"
