,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,,,,2022-10-06,,ELEC,Public,112862,2015-05-07,P,E,,AKA Beverly Hills - Tesla Destination,310-385-1924  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.06794,-118.397163,Beverly Hills,,,CA,155 N Crescent Dr,90210,US,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['511055']}
1,public,,,,2022-10-06,,ELEC,Public,112863,2015-09-09,P,E,,Luxe Rodeo Drive Hotel - Tesla Destination,310-273-0300  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.068903,-118.402524,Beverly Hills,,,CA,360 N Rodeo Dr,90210,US,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['513232']}
2,public,,,,2022-10-06,,ELEC,Public,112864,2015-05-27,P,E,,L'Ermitage Beverly Hills - Tesla Destination,310-278-3344  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.072382,-118.395128,Beverly Hills,,,CA,9291 Burton Way,90210,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['503761']}
3,public,,,,2022-10-06,,ELEC,Public,112866,2015-08-21,P,E,,Beverly Hills Hotel - Tesla Destination,310-276-2251  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.0817921,-118.4133993,Beverly Hills,,,CA,9641 Sunset Blvd,90210,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['502166']}
4,public,,,,2022-10-06,,ELEC,Public,112867,2016-10-28,P,E,,The Beverly Hilton - Tesla Destination,310-274-7777  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.066881,-118.413267,Beverly Hills,,,CA,9876 Wilshire Blvd,90210,US,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['499680']}
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,158769,2020-06-12,,E,,WELCOME MGM PLACE 1,888-758-4389,2023-05-14T00:17:54Z,,GPS,34.068078,-118.400304,Beverly Hills,,,CA,253 N Beverly Dr,90210,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1988651'], 'posts': ['2356241']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,158770,2020-06-12,,E,,WELCOME MGM PLACE 2,888-758-4389,2023-05-14T00:17:54Z,,GPS,34.067902,-118.400231,Beverly Hills,,,CA,245 N Beverly Dr,90210,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1988641'], 'posts': ['2356231']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,159197,2020-06-12,,E,,MAPLE PLAZA NEW STATION 1,888-758-4389,2023-05-14T00:14:12Z,,GPS,34.074922,-118.393951,Beverly Hills,,,CA,345 N Maple Dr,90210,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL773021'], 'posts': ['1026531', '1026541']}"
8,public,24 hours daily,,,2023-05-14,2023-05-14,ELEC,TEMPORARILY UNAVAILABLE (Public),159576,2020-06-12,,T,,BEVERLY HILLS CANON 2,888-758-4389,2023-05-14T00:11:04Z,,GPS,34.068201,-118.399056,Beverly Hills,,,CA,242 N Beverly Dr,90210,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL398471'], 'posts': ['21610411', '21610421']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,159577,2020-06-12,,E,,BEVERLY HILLS CIVIC CENTER 1,888-758-4389,2023-05-14T00:11:04Z,,GPS,34.073036,-118.400248,Beverly Hills,,,CA,450 N Rexford Dr,90210,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL398461'], 'posts': ['541781', '541791']}"
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,159578,2020-06-12,,E,,BEVERLY HILLS BRIGHTON WAY 1,888-758-4389,2023-05-14T00:11:04Z,,GPS,34.068908,-118.403299,Beverly Hills,,,CA,9510 Brighton Way,90210,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL398441'], 'posts': ['541751', '541761']}"
11,public,24 hours daily,,,2023-05-14,,ELEC,Public,159579,2020-06-12,,E,,BEVERLY HILLS THIRD ST 1,888-758-4389,2023-05-14T00:11:04Z,,GPS,34.073727,-118.396618,Beverly Hills,,,CA,9333 W. Third Street,90210,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL398181'], 'posts': ['21626771', '21626781']}"
12,public,24 hours daily,,,2023-05-14,,ELEC,Public,159603,2020-06-12,,E,,BEVERLY HILLS DAYTON WAY 1,888-758-4389,2023-05-14T00:11:00Z,,GPS,34.069983,-118.399089,Beverly Hills,,,CA,9361 Dayton Way,90210,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL384251'], 'posts': ['521851']}"
13,public,24 hours daily,,,2023-05-14,,ELEC,Public,159605,2020-06-12,,E,,BEVERLY HILLS CRESCENT 2,888-758-4389,2023-05-14T00:10:59Z,,GPS,34.069815,-118.399104,Beverly Hills,,,CA,333 N. Crescent Drive,90210,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL382741'], 'posts': ['2065081']}"
14,public,24 hours daily,,,2023-05-14,,ELEC,Public,159805,2020-06-12,,E,,BEVERLY HILLS 461 N BEDFORD 1,888-758-4389,2023-05-14T00:09:36Z,,GPS,34.068737,-118.406361,Beverly Hills,,,CA,461 N Bedford Dr,90210,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL211031'], 'posts': ['2480951', '2480961']}"
