,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily,,,2022-08-10,,ELEC,Public,63044,2014-08-01,LG,E,False,Rancho Los Amigos Hospital,,2023-02-14T15:54:11Z,HOSPITAL,GPS,33.93015941726961,-118.1594074,Downey,Parking Structure rear bottom floor,,CA,7601 E Imperial Hwy,90242,US,,,,,,,,,,,,['J1772'],,,25.0,POWERFLEX,https://www.powerflex.com,,$0.45 per kWh from 4pm-9pm; $0.30 per kWh at all other times,,,,,,,,,,,,,,,,,,,,,,Public,,
1,public,"Business hours; keypad activated, instructions on EVSE",,,2022-08-10,,ELEC,Public,63739,2014-10-01,LG,E,False,Los Angeles County - Probation Department,323-267-2023,2023-02-14T15:54:11Z,MUNI_GOV,GPS,33.916855,-118.133385,Downey,Located in front visitor parking lot,,CA,9150 E Imperial Hwy,90242,US,,,,,,,,,,,,['J1772'],,,41.0,POWERFLEX,https://www.powerflex.com,,$0.45 per kWh from 4pm-9pm; $0.30 per kWh at all other times,,,,,,,,,,,,,,,,,,,,,,Public,,
2,private,,GOVERNMENT,,2022-08-10,,ELEC,Private - Government only,82326,2018-11-01,LG,E,,Rancho Los Amigos Hospital,,2023-02-14T15:54:11Z,HOSPITAL,GPS,33.93015941726961,-118.1594074,Downey,Parking Structure rear bottom floor,,CA,7601 E Imperial Hwy,90242,US,,,,,,,,,,,,['J1772'],,,15.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,
3,public,,,,2023-05-13,,ELEC,Public,95306,2013-02-15,,E,,Kaiser Permanente - Downey,888-998-2546,2023-05-13T23:57:52Z,,GPS,33.918241,-118.127332,Downey,Chargers are located on the third level ||of the Orchard parking garage||,,CA,9449 East Imperial Highway,90242,US,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000084991'], 'posts': ['465ba1dd-d734-8158-93cc-330000502518', '465ba1dd-d734-8158-93cc-330000732467', '465ba1dd-d734-8158-93cc-330000732492', 'e1d667fc-8ce2-485a-9f4c-bb0c326120a3']}"
4,private,Business hours; employees only,,,2022-08-10,,ELEC,Private,102576,2018-03-01,LG,E,,Los Angeles County - Probation Department Ardis Lot,,2023-02-14T15:54:11Z,MUNI_GOV,GPS,33.9164736,-118.1322274,Downey,Employee Lot on Ardis,,CA,9150 E Imperial Hwy,90242,US,,,,,,,,,,,,['J1772'],,,10.0,POWERFLEX,https://www.powerflex.com,,Free,,,,,,,,,,,,,,,,,,,,,,Privé,,
5,public,24 hours daily,,,2023-05-14,,ELEC,Public,147130,2019-10-22,,E,,"Walmart 4132 - Downey, CA",833-632-2778,2023-05-14T00:40:22Z,,GPS,33.92341,-118.12801,Downey,,,CA,9001 Apollo Way,90242,US,,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",3.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['200055'], 'posts': ['200055-01', '200055-02', '200055-03', '200055-50']}"
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,158764,2020-06-12,,E,,G&M OIL CHEVRON #142,888-758-4389,2023-05-14T00:17:57Z,,GPS,33.924608,-118.151863,Downey,,,CA,12555 Paramount Blvd,90242,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1995441'], 'posts': ['2364761']}"
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,158991,2020-06-12,,E,,CITY OF DOWNEY INDEPENDENCE PK,888-758-4389,2023-05-14T00:15:57Z,,GPS,33.919517,-118.124674,Downey,,,CA,12334 Bellflower Blvd,90242,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1829311'], 'posts': ['15791261', '15791271']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,159019,2020-06-12,,E,,CITY OF DOWNEY DISCOVERY PK,888-758-4389,2023-05-14T00:15:45Z,,GPS,33.920207,-118.130998,Downey,,,CA,"12400 Columbia Way, Downey, CA 90242",90242,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1812331'], 'posts': ['9874981', '9874991']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,160144,2020-06-12,,E,,CITY OF DOWNEY BARBARARILEY,888-758-4389,2023-05-14T00:07:55Z,,GPS,33.928035,-118.154235,Downey,,,CA,12544 Rives Ave,90242,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL169225'], 'posts': ['226935', '226937']}"
