,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,public,24 hours daily,,,2023-05-14,2023-04-04,ELEC,TEMPORARILY UNAVAILABLE (Public),103589,2018-09-27,,T,,116 S Avenue 60,855-900-7584,2023-05-14T00:38:06Z,,GPS,34.111127,-118.18901,Los Angeles,,,CA,116 S Avenue 60,90042,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['1247'], 'posts': ['12953']}"
1,public,24 hours daily,,,2023-01-10,,ELEC,Public,152147,2018-11-27,LG,E,False,LADWP - North Avenue 55,,2023-02-14T15:54:11Z,UTILITY,200-8,34.110891,-118.197136,Los Angeles,,,CA,339 N Avenue 55,90042,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,
2,public,24 hours daily,,,2023-05-14,,ELEC,Public,154113,2020-02-27,,E,,4647 Marmion Way,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.0995381,-118.2054991,Los Angeles,,,CA,Marmion Way,90042,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10291']}
3,public,24 hours daily,,,2023-05-14,,ELEC,Public,166208,2020-09-04,,E,,5921 Monterrey,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.10497491,-118.1848455,Los Angeles,,,CA,5921 Monterrey,90042,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10284']}
4,public,24 hours daily,,,2023-05-14,,ELEC,Public,167498,2020-10-13,,E,,135 S AVENUE 50,855-900-7584,2023-05-14T00:38:14Z,,GPS,34.10459,-118.201828,Los Angeles,,,CA,135 S AVENUE 50,90042,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1799'], 'posts': ['12275A']}"
5,public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2021-11-04,,ELEC,Public - Credit card at all times,199070,2021-10-08,P,E,False,City of Los Angeles - Lot 639,866-300-3827,2022-02-10T19:42:29Z,PARKING_LOT,GPS,34.1084669142607,-118.193845624163,Los Angeles,,,CA,116 S Avenue 56,90042,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",8.0,,,EVCS,https://evcs.com,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,
6,public,24 hours daily,,,2023-05-14,,ELEC,Public,223057,2022-07-09,,E,,5046 Echo St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.10465145,-118.1999276,Los Angeles,,,CA,5046 Echo St,90042,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10497']}
7,public,24 hours daily,,,2023-05-14,,ELEC,Public,259534,2023-04-18,,E,,339 N. Ave 55,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.110803,-118.197248,Los Angeles,,,CA,339 N. Ave 55,90042,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10803']}
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,260750,2023-05-12,,E,,118 S Ave 59,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.10995642,-118.1905315,Los Angeles,,,CA,118 S Ave 59,90042,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10755']}
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,260751,2023-05-12,,E,,164 N Ave 58,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.11064119,-118.1923263,Los Angeles,,,CA,164 N Ave 58,90042,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10753']}
