,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids
0,private,,,,2022-09-14,,ELEC,Private,46519,2017-04-12,P,E,,J.D. Power & Associates,,2023-02-15T22:45:41Z,OFFICE_BLDG,200-9,34.148413,-118.798832,Westlake Village,Rear of building,,CA,30870 Russell Ranch Rd,91362,US,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
1,public,Dealership business hours; for customer use only,CALL,,2023-05-03,,ELEC,Public - Call ahead,53923,2013-11-01,P,E,True,DCH Ford,805-497-2711,2023-05-03T20:36:28Z,CAR_DEALER,GPS,34.1629744,-118.8282546,Thousand Oaks,,,CA,3810 Thousand Oaks Blvd,91362,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,
2,public,,,,2022-10-06,,ELEC,Public,113509,2014-08-20,P,E,,Four Seasons Westlake Village - Tesla Destination,818-575-3000  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.151844,-118.804643,Westlake Village,,,CA,2 Dole Dr,91362,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,5.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['509103']}
3,public,24 hours daily; for Tesla use only,,,2022-10-03,,ELEC,Public,122332,2019-03-01,P,E,,The Promenade at Westlake - Tesla Supercharger,877-798-3752,2022-12-01T17:40:26Z,,200-9,34.158348,-118.823613,Thousand Oaks,,,CA,4000 East Thousand Oaks Boulevard,91362,US,,,,,,,,,,,,['TESLA'],24.0,,,Tesla,https://www.tesla.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['2218']}
4,public,Dealership business hours; customer use only,,,2023-01-10,,ELEC,Public,149959,2019-12-12,P,E,True,Silver Star Chevrolet,,2023-02-14T15:54:11Z,CAR_DEALER,GPS,34.17522959014897,-118.8439208075486,Thousand Oaks,,,CA,3440 Thousand Oaks Blvd,91362,US,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Public,,
5,private,"Dealership business hours, customer use only",,,2023-01-10,,ELEC,Private,149960,2019-12-12,P,E,,Rusnak BMW,,2023-02-14T15:54:11Z,CAR_DEALER,200-9,34.162769,-118.831186,Thousand Oaks,To the east of the service entrance,,CA,3645 Auto Mall Dr,91362,US,,,,,,,,,,,,"['CHADEMO', 'J1772']",1.0,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,
6,public,Dealership business hours; customer use only,,,2022-01-10,,ELEC,Public,149961,2019-12-12,P,E,False,Neftin Westlake Volkswagen,,2022-02-10T19:42:29Z,CAR_DEALER,200-9,34.164753,-118.833784,Thousand Oaks,,,CA,3550 Auto Mall Dr,91362,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"$0.20 per kW, $2.00 minimum",,,,,,,,,,,,,,,,,,,,,,Public,,
7,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-05-14,,ELEC,Public,151259,2017-08-30,,E,False,Oakbrook Plaza,888-264-2208,2023-05-14T01:26:16Z,,GPS,34.2102865,-118.846023,Thousand Oaks,,,CA,1736 E Avenida De Los Arboles,91362,US,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['4a945d5f-f29c-46a2-bbd5-bd1f45cee31e'], 'posts': ['131c8da8-c8ee-4c98-b5d4-a9680cf2975e', '7f93654d-e1f4-4c9e-93fd-0c1d246e8823']}"
8,public,24 hours daily,,,2023-05-14,,ELEC,Public,158802,2020-06-12,,E,,PARK'N'RIDE JANSS P&R #01,888-758-4389,2023-05-14T00:17:37Z,,GPS,34.199516,-118.85433,Thousand Oaks,,,CA,1372 E. Janss Rd x street 23 Freeway,91362,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1970921'], 'posts': ['2331601', '2331611']}"
9,public,24 hours daily,,,2023-05-14,,ELEC,Public,158803,2020-06-12,,E,,PUBLIC STATIONS CAP 3 #01,888-758-4389,2023-05-14T00:17:37Z,,GPS,34.1747,-118.84969,Thousand Oaks,,,CA,2100 E. Thousand Oaks Blvd Parking Garage,91362,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1970691'], 'posts': ['2331351', '2331361']}"
10,public,24 hours daily,,,2023-05-14,,ELEC,Public,159190,2020-06-12,,E,,JLRTO STATION 01,888-758-4389,2023-05-14T00:16:16Z,,GPS,34.163795,-118.832855,Thousand Oaks,,,CA,3595 Auto Mall Dr,91362,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1855871'], 'posts': ['2182541', '2182551']}"
11,public,24 hours daily,,,2023-05-14,,ELEC,Public,159568,2020-06-12,,E,,HONDA 1000OAKS PUBLIC ACCESS,888-758-4389,2023-05-14T00:11:09Z,,GPS,34.159969,-118.826144,Westlake Village,,,CA,3925 Auto Mall Dr,91362,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL413241'], 'posts': ['558561', '558571']}"
12,public,24 hours daily,,,2023-05-14,,ELEC,Public,176134,2021-01-27,,E,,PUBLIC STATIONS CAP 3 #02,888-758-4389,2023-05-14T00:17:37Z,,GPS,34.174681,-118.849644,Thousand Oaks,,,CA,2100 E. Thousand Oaks Blvd Parking Garage,91362,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1970681'], 'posts': ['2331331', '2331341']}"
13,public,24 hours daily,,,2023-05-14,,ELEC,Public,201603,2021-11-25,,E,,MERCEDES - EQ CT4021,888-758-4389,2023-05-14T00:28:08Z,,GPS,34.160778,-118.82674,Thousand Oaks,,,CA,3905 Auto Mall Dr,91362,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL11667361'], 'posts': ['20124641', '20124651']}"
14,public,Dealership business hours; customer use only,,,2023-01-10,2023-06-01,ELEC,TEMPORARILY UNAVAILABLE (Public),240900,2019-12-12,P,T,True,Silver Star Chevrolet,,2023-02-14T15:54:11Z,CAR_DEALER,GPS,34.17522959014897,-118.8439208075486,Thousand Oaks,,,CA,3440 Thousand Oaks Blvd,91362,US,,,,,,,,,,,,['J1772COMBO'],1.0,,,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,
15,public,24 hours daily,,,2023-05-14,,ELEC,Public,250634,2023-01-12,,E,,WESTLAKEVILLAGE WLV - PARK EV9,888-758-4389,2023-05-14T00:14:55Z,,GPS,34.158213,-118.798732,Westlake Village,,,CA,31105 Thousand Oaks Blvd,91362,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1696381'], 'posts': ['1989161']}"
16,public,24 hours daily,,,2023-05-14,,ELEC,Public,250635,2023-01-12,,E,,WESTLAKEVILLAGE WLV - PARK EV7,888-758-4389,2023-05-14T00:14:55Z,,GPS,34.158202,-118.798907,Westlake Village,,,CA,31105 Thousand Oaks Blvd,91362,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1696401'], 'posts': ['1989191', '1989201']}"
17,public,24 hours daily,,,2023-05-14,,ELEC,Public,250636,2023-01-12,,E,,WESTLAKEVILLAGE PARK EV 1,888-758-4389,2023-05-14T00:14:55Z,,GPS,34.158234,-118.798748,Westlake Village,,,CA,31105 Thousand Oaks Blvd,91362,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1696451'], 'posts': ['1989251']}"
18,public,24 hours daily,,,2023-05-14,,ELEC,Public,250637,2023-01-12,,E,,WESTLAKEVILLAGE WLV - PARK EV 4,888-758-4389,2023-05-14T00:14:55Z,,GPS,34.158203,-118.798859,Westlake Village,,,CA,31105 Thousand Oaks Blvd,91362,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1696511'], 'posts': ['1989311', '1989321']}"
19,public,24 hours daily,,,2023-05-14,,ELEC,Public,250638,2023-01-12,,E,,WESTLAKEVILLAGE WLV - PARK EV 3,888-758-4389,2023-05-14T00:14:55Z,,GPS,34.158201,-118.799208,Westlake Village,,,CA,31105 Thousand Oaks Blvd,91362,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1696561'], 'posts': ['1989351', '1989361']}"
